    BEGIN:|U|  BEGIN:Ph(U)  BEGIN:TBeg  HX:HeatIn   HX:HeatIn     RPN:dT     RPN:COP   
      m^3/s        deg          K           W           W           _           _      
         0f          0g          0c          1e         13e          9A         16A    
     6.0400E-3      -12.150      340.620     -412.96       288.380       71.1530       2.38920
     6.0400E-3      -12.000      340.620     -413.15       288.500       71.1740       2.38900
     6.0400E-3      -11.850      340.630     -413.34       288.620       71.1950       2.38870
     6.0400E-3      -11.700      340.640     -413.52       288.740       71.2170       2.38840
     6.0400E-3      -11.550      340.650     -413.70       288.860       71.2380       2.38800
     6.0400E-3      -11.400      340.650     -413.88       288.980       71.2590       2.38770
     6.0400E-3      -11.250      340.660     -414.06       289.090       71.2790       2.38740
     6.0400E-3      -11.100      340.670     -414.23       289.200       71.3000       2.38710
     6.0400E-3      -10.950      340.670     -414.40       289.310       71.3210       2.38670
     6.0400E-3      -10.800      340.680     -414.57       289.410       71.3410       2.38640
     6.0400E-3      -10.650      340.690     -414.74       289.520       71.3620       2.38610
     6.0400E-3      -10.500      340.690     -414.90       289.620       71.3820       2.38570
     6.0400E-3      -10.350      340.700     -415.06       289.720       71.4020       2.38540
     6.0400E-3      -10.200      340.710     -415.21       289.820       71.4220       2.38500
     6.0400E-3      -10.050      340.710     -415.36       289.910       71.4420       2.38460
     6.0400E-3       -9.9000     340.720     -415.51       290.000       71.4620       2.38430
     6.0400E-3       -9.7500     340.730     -415.66       290.090       71.4820       2.38390
     6.0400E-3       -9.6000     340.730     -415.81       290.180       71.5010       2.38350
     6.0400E-3       -9.4500     340.740     -415.95       290.270       71.5210       2.38310
     6.0400E-3       -9.3000     340.740     -416.08       290.350       71.5400       2.38270
     6.0400E-3       -9.1500     340.750     -416.22       290.430       71.5600       2.38230
     6.0400E-3       -9.0000     340.750     -416.35       290.510       71.5790       2.38190
     6.0400E-3       -8.8500     340.760     -416.48       290.580       71.5980       2.38150
     6.0400E-3       -8.7000     340.770     -416.61       290.660       71.6170       2.38110
     6.0400E-3       -8.5500     340.770     -416.73       290.730       71.6360       2.38070
     6.0400E-3       -8.4000     340.780     -416.85       290.800       71.6540       2.38020
     6.0400E-3       -8.2500     340.780     -416.97       290.870       71.6730       2.37980
     6.0400E-3       -8.1000     340.790     -417.08       290.930       71.6910       2.37940
     6.0400E-3       -7.9500     340.790     -417.20       290.990       71.7100       2.37890
     6.0400E-3       -7.8000     340.800     -417.30       291.050       71.7280       2.37850
     6.0400E-3       -7.6500     340.800     -417.41       291.110       71.7460       2.37800
     6.0400E-3       -7.5000     340.810     -417.51       291.170       71.7640       2.37760
     6.0400E-3       -7.3500     340.810     -417.61       291.220       71.7820       2.37710
     6.0400E-3       -7.2000     340.820     -417.71       291.270       71.8000       2.37660
     6.0400E-3       -7.0500     340.820     -417.80       291.320       71.8180       2.37620
     6.0400E-3       -6.9000     340.820     -417.89       291.370       71.8350       2.37570
     6.0400E-3       -6.7500     340.830     -417.98       291.410       71.8530       2.37520
     6.0400E-3       -6.6000     340.830     -418.07       291.460       71.8700       2.37470
     6.0400E-3       -6.4500     340.840     -418.15       291.500       71.8870       2.37420
     6.0400E-3       -6.3000     340.840     -418.23       291.530       71.9050       2.37370
     6.0400E-3       -6.1500     340.850     -418.31       291.570       71.9220       2.37320
     6.0400E-3       -6.0000     340.850     -418.38       291.600       71.9380       2.37270
     6.0400E-3       -5.8500     340.850     -418.45       291.630       71.9550       2.37220
     6.0400E-3       -5.7000     340.860     -418.52       291.660       71.9720       2.37170
     6.0400E-3       -5.5500     340.860     -418.58       291.690       71.9880       2.37110
     6.0400E-3       -5.4000     340.860     -418.64       291.710       72.0050       2.37060
     6.0400E-3       -5.2500     340.870     -418.70       291.730       72.0210       2.37010
     6.0400E-3       -5.1000     340.870     -418.76       291.750       72.0370       2.36950
     6.0400E-3       -4.9500     340.870     -418.81       291.770       72.0540       2.36900
     6.0400E-3       -4.8000     340.880     -418.86       291.780       72.0700       2.36840
     6.0400E-3       -4.6500     340.880     -418.90       291.790       72.0850       2.36790
     6.0400E-3       -4.5000     340.880     -418.95       291.800       72.1010       2.36730
     6.0400E-3       -4.3500     340.890     -418.99       291.810       72.1170       2.36680
     6.0400E-3       -4.2000     340.890     -419.03       291.820       72.1320       2.36620
     6.0400E-3       -4.0500     340.890     -419.06       291.820       72.1480       2.36560
     6.0400E-3       -3.9000     340.890     -419.09       291.820       72.1630       2.36500
     6.0400E-3       -3.7500     340.900     -419.12       291.820       72.1780       2.36440
     6.0400E-3       -3.6000     340.900     -419.15       291.820       72.1930       2.36390
     6.0400E-3       -3.4500     340.900     -419.17       291.810       72.2080       2.36330
     6.0400E-3       -3.3000     340.900     -419.19       291.800       72.2230       2.36270
     6.0400E-3       -3.1500     340.910     -419.21       291.790       72.2380       2.36210
     6.0400E-3       -3.0000     340.910     -419.22       291.780       72.2520       2.36150
     6.0400E-3       -2.8500     340.910     -419.23       291.770       72.2670       2.36080
     6.0400E-3       -2.7000     340.910     -419.24       291.750       72.2810       2.36020
     6.0400E-3       -2.5500     340.910     -419.24       291.730       72.2950       2.35960
     6.0400E-3       -2.4000     340.920     -419.25       291.710       72.3100       2.35900
     6.0400E-3       -2.2500     340.920     -419.25       291.680       72.3240       2.35830
     6.0400E-3       -2.1000     340.920     -419.24       291.660       72.3370       2.35770
     6.0400E-3       -1.9500     340.920     -419.23       291.630       72.3510       2.35710
     6.0400E-3       -1.8000     340.920     -419.22       291.600       72.3650       2.35640
     6.0400E-3       -1.6500     340.920     -419.21       291.560       72.3780       2.35580
     6.0400E-3       -1.5000     340.920     -419.20       291.530       72.3920       2.35510
     6.0400E-3       -1.3500     340.920     -419.18       291.490       72.4050       2.35440
     6.0400E-3       -1.2000     340.930     -419.15       291.450       72.4180       2.35380
     6.0400E-3       -1.0500     340.930     -419.13       291.410       72.4310       2.35310
     6.0400E-3       -0.9000     340.930     -419.10       291.370       72.4440       2.35240
     6.0400E-3       -0.7500     340.930     -419.07       291.320       72.4570       2.35170
     6.0400E-3       -0.6000     340.930     -419.04       291.270       72.4700       2.35110
     6.0400E-3       -0.4500     340.930     -419.00       291.220       72.4820       2.35040
     6.0400E-3       -0.3000     340.930     -418.96       291.160       72.4950       2.34970
     6.0400E-3       -0.1500     340.930     -418.92       291.110       72.5070       2.34900
     6.0400E-3   -6.6613E-16     340.930     -418.87       291.050       72.5190       2.34830
     6.0400E-3        0.15000    340.930     -418.82       290.990       72.5320       2.34760
     6.0400E-3        0.30000    340.930     -418.77       290.930       72.5440       2.34680
     6.0400E-3        0.45000    340.930     -418.72       290.860       72.5550       2.34610
     6.0400E-3        0.60000    340.930     -418.66       290.800       72.5670       2.34540
*1   6.0400E-3        0.75000    340.930     -418.60       290.730       72.5790       2.34470
*1   6.0400E-3        0.90000    340.930     -418.54       290.660       72.5900       2.34390
     6.0400E-3        1.05000    340.930     -418.47       290.580       72.6020       2.34320
     6.0400E-3        1.20000    340.930     -418.40       290.510       72.6130       2.34250
     6.0400E-3        1.35000    340.930     -418.33       290.430       72.6240       2.34170
     6.0400E-3        1.50000    340.930     -418.25       290.350       72.6350       2.34100
     6.0400E-3        1.65000    340.930     -418.18       290.260       72.6460       2.34020
     6.0400E-3        1.80000    340.930     -418.09       290.180       72.6570       2.33940
     6.0400E-3        1.95000    340.920     -418.01       290.090       72.6680       2.33870
     6.0400E-3        2.10000    340.920     -417.92       290.000       72.6780       2.33790
     6.0400E-3        2.25000    340.920     -417.83       289.910       72.6890       2.33710
     6.0400E-3        2.40000    340.920     -417.74       289.810       72.6990       2.33640
     6.0400E-3        2.55000    340.920     -417.64       289.720       72.7090       2.33560
     6.0400E-3        2.70000    340.920     -417.54       289.620       72.7190       2.33480
     6.0400E-3        2.85000    340.920     -417.44       289.520       72.7290       2.33400
     6.0400E-3        3.00000    340.920     -417.34       289.420       72.7390       2.33320
     6.0400E-3        3.15000    340.910     -417.23       289.310       72.7490       2.33240
     6.0400E-3        3.30000    340.910     -417.12       289.200       72.7580       2.33160
     6.0400E-3        3.45000    340.910     -417.00       289.090       72.7680       2.33080
     6.0400E-3        3.60000    340.910     -416.89       288.980       72.7770       2.33000
     6.0400E-3        3.75000    340.910     -416.77       288.870       72.7860       2.32910
     6.0400E-3        3.90000    340.900     -416.64       288.750       72.7950       2.32830
     6.0400E-3        4.05000    340.900     -416.52       288.630       72.8040       2.32750
     6.0400E-3        4.20000    340.900     -416.39       288.510       72.8130       2.32670
     6.0400E-3        4.35000    340.900     -416.26       288.390       72.8220       2.32580
     6.0400E-3        4.50000    340.890     -416.12       288.260       72.8300       2.32500
     6.0400E-3        4.65000    340.890     -415.99       288.130       72.8390       2.32410
     6.0400E-3        4.80000    340.890     -415.85       288.000       72.8470       2.32330
     6.0400E-3        4.95000    340.890     -415.70       287.870       72.8550       2.32240
     6.0400E-3        5.10000    340.880     -415.56       287.740       72.8640       2.32160
     6.0400E-3        5.25000    340.880     -415.41       287.600       72.8720       2.32070
     6.0400E-3        5.40000    340.880     -415.25       287.460       72.8790       2.31980
     6.0400E-3        5.55000    340.870     -415.10       287.320       72.8870       2.31890
     6.0400E-3        5.70000    340.870     -414.94       287.170       72.8950       2.31810
     6.0400E-3        5.85000    340.870     -414.78       287.030       72.9020       2.31720
     6.0400E-3        6.00000    340.860     -414.61       286.880       72.9100       2.31630
     6.0400E-3        6.15000    340.860     -414.45       286.730       72.9170       2.31540
     6.0400E-3        6.30000    340.860     -414.28       286.580       72.9240       2.31450
     6.0400E-3        6.45000    340.850     -414.10       286.420       72.9310       2.31360
     6.0400E-3        6.60000    340.850     -413.93       286.270       72.9380       2.31270
     6.0400E-3        6.75000    340.840     -413.75       286.110       72.9450       2.31180
     6.0400E-3        6.90000    340.840     -413.57       285.950       72.9510       2.31090
     6.0400E-3        7.05000    340.840     -413.38       285.780       72.9580       2.30990
     6.0400E-3        7.20000    340.830     -413.19       285.620       72.9640       2.30900
     6.0400E-3        7.35000    340.830     -413.00       285.450       72.9700       2.30810
     6.0400E-3        7.50000    340.820     -412.81       285.280       72.9770       2.30710
     6.0400E-3        7.65000    340.820     -412.61       285.110       72.9830       2.30620
     6.0400E-3        7.80000    340.810     -412.41       284.930       72.9880       2.30520
     6.0400E-3        7.95000    340.810     -412.21       284.760       72.9940       2.30430
     6.0400E-3        8.10000    340.810     -412.00       284.580       73.0000       2.30330
     6.0400E-3        8.25000    340.800     -411.80       284.400       73.0050       2.30240
     6.0400E-3        8.40000    340.800     -411.59       284.210       73.0110       2.30140
     6.0400E-3        8.55000    340.790     -411.37       284.030       73.0160       2.30040
     6.0400E-3        8.70000    340.790     -411.15       283.840       73.0210       2.29950
     6.0400E-3        8.85000    340.780     -410.93       283.650       73.0260       2.29850
     6.0400E-3        9.00000    340.770     -410.71       283.460       73.0310       2.29750
     6.0400E-3        9.15000    340.770     -410.48       283.260       73.0360       2.29650
     6.0400E-3        9.30000    340.760     -410.26       283.070       73.0400       2.29550
     6.0400E-3        9.45000    340.760     -410.02       282.870       73.0450       2.29450
     6.0400E-3        9.60000    340.750     -409.79       282.670       73.0490       2.29350
     6.0400E-3        9.75000    340.750     -409.55       282.460       73.0530       2.29250
     6.0400E-3        9.90000    340.740     -409.31       282.260       73.0580       2.29150
     6.0400E-3       10.0500     340.730     -409.07       282.050       73.0620       2.29050
     6.0400E-3       10.2000     340.730     -408.82       281.840       73.0650       2.28950
     6.0400E-3       10.3500     340.720     -408.57       281.630       73.0690       2.28840
     6.0400E-3       10.5000     340.720     -408.32       281.410       73.0730       2.28740
     6.0400E-3       10.6500     340.710     -408.06       281.200       73.0760       2.28640
     6.0400E-3       10.8000     340.700     -407.81       280.980       73.0800       2.28530
     6.0400E-3       10.9500     340.700     -407.54       280.760       73.0830       2.28430
     6.0400E-3       11.1000     340.690     -407.28       280.530       73.0860       2.28320
     6.0400E-3       11.2500     340.680     -407.01       280.310       73.0890       2.28220
     6.0400E-3       11.4000     340.680     -406.74       280.080       73.0920       2.28110
     6.0400E-3       11.5500     340.670     -406.47       279.850       73.0950       2.28000
     6.0400E-3       11.7000     340.660     -406.20       279.620       73.0970       2.27900
     6.0400E-3       11.8500     340.660     -405.92       279.390       73.1000       2.27790
     6.0400E-3       12.0000     340.650     -405.64       279.150       73.1020       2.27680
     6.0400E-3       12.1500     340.640     -405.35       278.910       73.1040       2.27570
     6.0400E-3       12.3000     340.630     -405.06       278.670       73.1060       2.27460
     6.0400E-3       12.4500     340.630     -404.77       278.430       73.1080       2.27350
     6.0400E-3       12.6000     340.620     -404.48       278.180       73.1100       2.27240
     6.0400E-3       12.7500     340.610     -404.18       277.940       73.1120       2.27130
     6.0400E-3       12.9000     340.600     -403.89       277.690       73.1130       2.27020
     6.0400E-3       13.0500     340.600     -403.58       277.440       73.1150       2.26910
     6.0400E-3       13.2000     340.590     -403.28       277.180       73.1160       2.26800
     6.0400E-3       13.3500     340.580     -402.97       276.930       73.1170       2.26680
     6.0400E-3       13.5000     340.570     -402.66       276.670       73.1180       2.26570
     6.0400E-3       13.6500     340.560     -402.35       276.410       73.1190       2.26460
     6.0400E-3       13.8000     340.550     -402.03       276.150       73.1200       2.26340
     6.0400E-3       13.9500     340.550     -401.71       275.890       73.1210       2.26230
     6.0400E-3       14.1000     340.540     -401.39       275.620       73.1210       2.26110
     6.0400E-3       14.2500     340.530     -401.07       275.350       73.1220       2.26000
     6.0400E-3       14.4000     340.520     -400.74       275.080       73.1220       2.25880
     6.0400E-3       14.5500     340.510     -400.41       274.810       73.1220       2.25760
     6.0400E-3       14.7000     340.500     -400.08       274.530       73.1220       2.25650
     6.0400E-3       14.8500     340.490     -399.74       274.260       73.1220       2.25530
     6.0400E-3       15.0000     340.480     -399.40       273.980       73.1220       2.25410
     6.1000E-3       15.0000     340.480     -403.26       276.670       73.1840       2.25450
     6.1000E-3       14.8500     340.490     -403.61       276.950       73.1840       2.25560
     6.1000E-3       14.7000     340.500     -403.95       277.230       73.1840       2.25680
     6.1000E-3       14.5500     340.510     -404.28       277.500       73.1840       2.25800
     6.1000E-3       14.4000     340.520     -404.62       277.780       73.1830       2.25910
     6.1000E-3       14.2500     340.520     -404.95       278.050       73.1830       2.26030
     6.1000E-3       14.1000     340.530     -405.27       278.320       73.1830       2.26140
     6.1000E-3       13.9500     340.540     -405.60       278.590       73.1820       2.26260
     6.1000E-3       13.8000     340.550     -405.92       278.860       73.1810       2.26370
     6.1000E-3       13.6500     340.560     -406.24       279.120       73.1800       2.26490
     6.1000E-3       13.5000     340.570     -406.56       279.380       73.1790       2.26600
     6.1000E-3       13.3500     340.570     -406.87       279.640       73.1780       2.26710
     6.1000E-3       13.2000     340.580     -407.18       279.900       73.1770       2.26820
     6.1000E-3       13.0500     340.590     -407.49       280.160       73.1750       2.26930
     6.1000E-3       12.9000     340.600     -407.79       280.410       73.1740       2.27050
     6.1000E-3       12.7500     340.610     -408.09       280.660       73.1720       2.27160
     6.1000E-3       12.6000     340.610     -408.39       280.910       73.1700       2.27270
     6.1000E-3       12.4500     340.620     -408.69       281.160       73.1680       2.27370
     6.1000E-3       12.3000     340.630     -408.98       281.400       73.1660       2.27480
     6.1000E-3       12.1500     340.640     -409.27       281.640       73.1640       2.27590
     6.1000E-3       12.0000     340.640     -409.56       281.880       73.1620       2.27700
     6.1000E-3       11.8500     340.650     -409.84       282.120       73.1590       2.27810
     6.1000E-3       11.7000     340.660     -410.12       282.360       73.1570       2.27910
     6.1000E-3       11.5500     340.670     -410.40       282.590       73.1540       2.28020
     6.1000E-3       11.4000     340.670     -410.68       282.820       73.1510       2.28130
     6.1000E-3       11.2500     340.680     -410.95       283.050       73.1480       2.28230
     6.1000E-3       11.1000     340.690     -411.22       283.280       73.1450       2.28340
     6.1000E-3       10.9500     340.690     -411.49       283.500       73.1420       2.28440
     6.1000E-3       10.8000     340.700     -411.75       283.730       73.1390       2.28540
     6.1000E-3       10.6500     340.710     -412.01       283.950       73.1350       2.28650
     6.1000E-3       10.5000     340.710     -412.27       284.170       73.1320       2.28750
     6.1000E-3       10.3500     340.720     -412.52       284.380       73.1280       2.28850
     6.1000E-3       10.2000     340.720     -412.77       284.590       73.1240       2.28960
     6.1000E-3       10.0500     340.730     -413.02       284.810       73.1200       2.29060
     6.1000E-3        9.90000    340.740     -413.27       285.020       73.1160       2.29160
     6.1000E-3        9.75000    340.740     -413.51       285.220       73.1120       2.29260
     6.1000E-3        9.60000    340.750     -413.75       285.430       73.1080       2.29360
     6.1000E-3        9.45000    340.750     -413.99       285.630       73.1030       2.29460
     6.1000E-3        9.30000    340.760     -414.22       285.830       73.0980       2.29560
     6.1000E-3        9.15000    340.770     -414.46       286.030       73.0940       2.29650
     6.1000E-3        9.00000    340.770     -414.68       286.230       73.0890       2.29750
     6.1000E-3        8.85000    340.780     -414.91       286.420       73.0840       2.29850
     6.1000E-3        8.70000    340.780     -415.13       286.610       73.0790       2.29950
     6.1000E-3        8.55000    340.790     -415.35       286.800       73.0740       2.30040
     6.1000E-3        8.40000    340.790     -415.57       286.990       73.0680       2.30140
     6.1000E-3        8.25000    340.800     -415.78       287.170       73.0630       2.30240
     6.1000E-3        8.10000    340.800     -415.99       287.350       73.0570       2.30330
     6.1000E-3        7.95000    340.810     -416.20       287.530       73.0510       2.30430
     6.1000E-3        7.80000    340.810     -416.40       287.710       73.0460       2.30520
     6.1000E-3        7.65000    340.820     -416.60       287.890       73.0400       2.30610
     6.1000E-3        7.50000    340.820     -416.80       288.060       73.0340       2.30710
     6.1000E-3        7.35000    340.820     -417.00       288.230       73.0270       2.30800
     6.1000E-3        7.20000    340.830     -417.19       288.400       73.0210       2.30890
     6.1000E-3        7.05000    340.830     -417.38       288.570       73.0140       2.30980
     6.1000E-3        6.90000    340.840     -417.57       288.740       73.0080       2.31080
     6.1000E-3        6.75000    340.840     -417.75       288.900       73.0010       2.31170
     6.1000E-3        6.60000    340.840     -417.93       289.060       72.9940       2.31260
     6.1000E-3        6.45000    340.850     -418.11       289.220       72.9870       2.31350
     6.1000E-3        6.30000    340.850     -418.28       289.370       72.9800       2.31440
     6.1000E-3        6.15000    340.860     -418.46       289.530       72.9730       2.31530
     6.1000E-3        6.00000    340.860     -418.62       289.680       72.9660       2.31610
     6.1000E-3        5.85000    340.860     -418.79       289.830       72.9580       2.31700
     6.1000E-3        5.70000    340.870     -418.95       289.970       72.9510       2.31790
     6.1000E-3        5.55000    340.870     -419.11       290.120       72.9430       2.31880
     6.1000E-3        5.40000    340.870     -419.27       290.260       72.9350       2.31960
     6.1000E-3        5.25000    340.880     -419.42       290.400       72.9270       2.32050
     6.1000E-3        5.10000    340.880     -419.57       290.540       72.9190       2.32140
     6.1000E-3        4.95000    340.880     -419.72       290.670       72.9110       2.32220
     6.1000E-3        4.80000    340.890     -419.87       290.810       72.9030       2.32310
     6.1000E-3        4.65000    340.890     -420.01       290.940       72.8940       2.32390
     6.1000E-3        4.50000    340.890     -420.15       291.070       72.8860       2.32470
     6.1000E-3        4.35000    340.890     -420.28       291.190       72.8770       2.32560
     6.1000E-3        4.20000    340.900     -420.42       291.320       72.8680       2.32640
     6.1000E-3        4.05000    340.900     -420.55       291.440       72.8590       2.32720
     6.1000E-3        3.90000    340.900     -420.67       291.560       72.8500       2.32810
     6.1000E-3        3.75000    340.900     -420.80       291.680       72.8410       2.32890
     6.1000E-3        3.60000    340.900     -420.92       291.790       72.8320       2.32970
     6.1000E-3        3.45000    340.910     -421.04       291.900       72.8220       2.33050
     6.1000E-3        3.30000    340.910     -421.15       292.010       72.8130       2.33130
     6.1000E-3        3.15000    340.910     -421.26       292.120       72.8030       2.33210
     6.1000E-3        3.00000    340.910     -421.37       292.230       72.7930       2.33290
     6.1000E-3        2.85000    340.910     -421.48       292.330       72.7830       2.33370
     6.1000E-3        2.70000    340.920     -421.58       292.430       72.7730       2.33450
     6.1000E-3        2.55000    340.920     -421.68       292.530       72.7630       2.33520
     6.1000E-3        2.40000    340.920     -421.78       292.630       72.7530       2.33600
     6.1000E-3        2.25000    340.920     -421.87       292.730       72.7420       2.33680
     6.1000E-3        2.10000    340.920     -421.96       292.820       72.7320       2.33750
     6.1000E-3        1.95000    340.920     -422.05       292.910       72.7210       2.33830
     6.1000E-3        1.80000    340.920     -422.14       293.000       72.7100       2.33910
     6.1000E-3        1.65000    340.920     -422.22       293.080       72.6990       2.33980
     6.1000E-3        1.50000    340.920     -422.30       293.170       72.6880       2.34060
     6.1000E-3        1.35000    340.920     -422.37       293.250       72.6770       2.34130
     6.1000E-3        1.20000    340.930     -422.45       293.330       72.6660       2.34200
     6.1000E-3        1.05000    340.930     -422.52       293.400       72.6550       2.34280
     6.1000E-3        0.90000    340.930     -422.58       293.480       72.6430       2.34350
     6.1000E-3        0.75000    340.930     -422.65       293.550       72.6320       2.34420
     6.1000E-3        0.60000    340.930     -422.71       293.620       72.6200       2.34500
*1   6.1000E-3        0.45000    340.930     -422.77       293.680       72.6080       2.34570
     6.1000E-3        0.30000    340.930     -422.82       293.750       72.5960       2.34640
     6.1000E-3        0.15000    340.930     -422.87       293.810       72.5840       2.34710
     6.1000E-3   -1.1102E-15     340.930     -422.92       293.870       72.5720       2.34780
     6.1000E-3       -0.1500     340.930     -422.97       293.930       72.5600       2.34850
     6.1000E-3       -0.3000     340.930     -423.01       293.990       72.5470       2.34920
     6.1000E-3       -0.4500     340.930     -423.05       294.040       72.5340       2.34990
     6.1000E-3       -0.6000     340.930     -423.09       294.090       72.5220       2.35050
     6.1000E-3       -0.7500     340.920     -423.12       294.140       72.5090       2.35120
     6.1000E-3       -0.9000     340.920     -423.15       294.190       72.4960       2.35190
     6.1000E-3       -1.0500     340.920     -423.18       294.230       72.4830       2.35260
     6.1000E-3       -1.2000     340.920     -423.21       294.280       72.4700       2.35320
     6.1000E-3       -1.3500     340.920     -423.23       294.320       72.4570       2.35390
     6.1000E-3       -1.5000     340.920     -423.25       294.350       72.4430       2.35450
     6.1000E-3       -1.6500     340.920     -423.26       294.390       72.4300       2.35520
     6.1000E-3       -1.8000     340.920     -423.28       294.420       72.4160       2.35580
     6.1000E-3       -1.9500     340.920     -423.29       294.450       72.4020       2.35650
     6.1000E-3       -2.1000     340.920     -423.29       294.480       72.3890       2.35710
     6.1000E-3       -2.2500     340.910     -423.30       294.510       72.3750       2.35770
     6.1000E-3       -2.4000     340.910     -423.30       294.530       72.3600       2.35840
     6.1000E-3       -2.5500     340.910     -423.30       294.550       72.3460       2.35900
     6.1000E-3       -2.7000     340.910     -423.29       294.570       72.3320       2.35960
     6.1000E-3       -2.8500     340.910     -423.28       294.590       72.3170       2.36020
     6.1000E-3       -3.0000     340.900     -423.27       294.600       72.3030       2.36080
     6.1000E-3       -3.1500     340.900     -423.26       294.620       72.2880       2.36140
     6.1000E-3       -3.3000     340.900     -423.24       294.630       72.2730       2.36200
     6.1000E-3       -3.4500     340.900     -423.22       294.630       72.2580       2.36260
     6.1000E-3       -3.6000     340.900     -423.20       294.640       72.2430       2.36320
     6.1000E-3       -3.7500     340.890     -423.17       294.640       72.2280       2.36380
     6.1000E-3       -3.9000     340.890     -423.14       294.640       72.2130       2.36430
     6.1000E-3       -4.0500     340.890     -423.11       294.640       72.1980       2.36490
     6.1000E-3       -4.2000     340.890     -423.08       294.640       72.1820       2.36550
     6.1000E-3       -4.3500     340.880     -423.04       294.630       72.1670       2.36600
     6.1000E-3       -4.5000     340.880     -423.00       294.620       72.1510       2.36660
     6.1000E-3       -4.6500     340.880     -422.95       294.610       72.1350       2.36720
     6.1000E-3       -4.8000     340.870     -422.90       294.600       72.1190       2.36770
     6.1000E-3       -4.9500     340.870     -422.85       294.590       72.1030       2.36820
     6.1000E-3       -5.1000     340.870     -422.80       294.570       72.0870       2.36880
     6.1000E-3       -5.2500     340.860     -422.75       294.550       72.0700       2.36930
     6.1000E-3       -5.4000     340.860     -422.69       294.530       72.0540       2.36980
     6.1000E-3       -5.5500     340.860     -422.62       294.500       72.0370       2.37040
     6.1000E-3       -5.7000     340.850     -422.56       294.470       72.0210       2.37090
     6.1000E-3       -5.8500     340.850     -422.49       294.450       72.0040       2.37140
     6.1000E-3       -6.0000     340.850     -422.42       294.410       71.9870       2.37190
     6.1000E-3       -6.1500     340.840     -422.35       294.380       71.9700       2.37240
     6.1000E-3       -6.3000     340.840     -422.27       294.340       71.9530       2.37290
     6.1000E-3       -6.4500     340.830     -422.19       294.310       71.9360       2.37340
     6.1000E-3       -6.6000     340.830     -422.11       294.270       71.9180       2.37390
     6.1000E-3       -6.7500     340.830     -422.02       294.220       71.9010       2.37440
     6.1000E-3       -6.9000     340.820     -421.93       294.180       71.8830       2.37480
     6.1000E-3       -7.0500     340.820     -421.84       294.130       71.8660       2.37530
     6.1000E-3       -7.2000     340.810     -421.74       294.080       71.8480       2.37580
     6.1000E-3       -7.3500     340.810     -421.65       294.030       71.8300       2.37620
     6.1000E-3       -7.5000     340.800     -421.54       293.970       71.8120       2.37670
     6.1000E-3       -7.6500     340.800     -421.44       293.920       71.7940       2.37710
     6.1000E-3       -7.8000     340.790     -421.33       293.860       71.7760       2.37760
     6.1000E-3       -7.9500     340.790     -421.22       293.800       71.7570       2.37800
     6.1000E-3       -8.1000     340.780     -421.11       293.730       71.7390       2.37850
     6.1000E-3       -8.2500     340.780     -421.00       293.670       71.7200       2.37890
     6.1000E-3       -8.4000     340.770     -420.88       293.600       71.7010       2.37930
     6.1000E-3       -8.5500     340.770     -420.75       293.530       71.6830       2.37970
     6.1000E-3       -8.7000     340.760     -420.63       293.460       71.6640       2.38010
     6.1000E-3       -8.8500     340.760     -420.50       293.380       71.6450       2.38060
     6.1000E-3       -9.0000     340.750     -420.37       293.300       71.6260       2.38100
     6.1000E-3       -9.1500     340.750     -420.24       293.220       71.6060       2.38140
     6.1000E-3       -9.3000     340.740     -420.10       293.140       71.5870       2.38170
     6.1000E-3       -9.4500     340.730     -419.96       293.060       71.5670       2.38210
     6.1000E-3       -9.6000     340.730     -419.82       292.970       71.5480       2.38250
     6.1000E-3       -9.7500     340.720     -419.67       292.880       71.5280       2.38290
     6.1000E-3       -9.9000     340.720     -419.52       292.790       71.5080       2.38330
     6.1000E-3      -10.050      340.710     -419.37       292.700       71.4880       2.38360
     6.1000E-3      -10.200      340.700     -419.22       292.600       71.4680       2.38400
     6.1000E-3      -10.350      340.700     -419.06       292.500       71.4480       2.38430
     6.1000E-3      -10.500      340.690     -418.90       292.400       71.4280       2.38470
     6.1000E-3      -10.650      340.680     -418.74       292.300       71.4080       2.38500
     6.1000E-3      -10.800      340.680     -418.57       292.190       71.3870       2.38540
     6.1000E-3      -10.950      340.670     -418.40       292.090       71.3660       2.38570
     6.1000E-3      -11.100      340.660     -418.23       291.980       71.3460       2.38600
     6.1000E-3      -11.250      340.660     -418.05       291.870       71.3250       2.38630
     6.1000E-3      -11.400      340.650     -417.88       291.750       71.3040       2.38660
     6.1000E-3      -11.550      340.640     -417.69       291.630       71.2830       2.38690
     6.1000E-3      -11.700      340.640     -417.51       291.520       71.2620       2.38720
     6.1000E-3      -11.850      340.630     -417.32       291.390       71.2410       2.38750
     6.1000E-3      -12.000      340.620     -417.13       291.270       71.2190       2.38780
     6.1000E-3      -12.150      340.610     -416.94       291.150       71.1980       2.38810
     6.1000E-3      -12.300      340.610     -416.74       291.020       71.1760       2.38840
     6.1000E-3      -12.450      340.600     -416.55       290.890       71.1540       2.38870
     6.1000E-3      -12.600      340.590     -416.34       290.750       71.1330       2.38890
     6.1000E-3      -12.750      340.580     -416.14       290.620       71.1110       2.38920
     6.1000E-3      -12.900      340.580     -415.93       290.480       71.0890       2.38940
     6.1000E-3      -13.050      340.570     -415.72       290.340       71.0670       2.38970
     6.1000E-3      -13.200      340.560     -415.51       290.200       71.0440       2.38990
