% Model:              V1_FullGeometrie_TaRIX.mph
% Version:            COMSOL 6.2.0.290
% Date:               May 3 2025, 11:25
% Dimension:          1
% Nodes:              633
% Expressions:        1
% Description:        Graphique sur ligne
% Longueur d'arc (mm)     T-293
0                         -7.166953659823392
0.05075017927910608       -7.165598143768198
0.37874703916588714       -7.15683748487112
0.48245471865699585       -7.154067496142134
0.6157919977299144        -7.1505061132050365
0.7053758195552717        -7.148113366805034
0.9722232303318066        -7.136748913060696
1.1945389710133014        -7.127280966775359
1.4130242759789695        -7.117976150457748
1.6091397445521665        -7.1096240170618445
1.6195096126375574        -7.109182386821368
1.6219056034073986        -7.109076630192493
1.715447108487865         -7.1049478020009325
1.7269127788872396        -7.104441718812091
1.8130129617037198        -7.100641343119969
2.1890174625224432        -7.087610629186863
2.564571786366031         -7.074595516469612
2.6420954587428014        -7.071908876294863
2.6776946706568197        -7.070675159289654
2.7983147858122237        -7.066494980031834
2.85268789806959          -7.064610639631821
2.8864072854297405        -7.063442069336164
3.3138520610486637        -7.0514578502678855
3.3559519212712843        -7.050277501421835
3.8138155071238558        -7.037440433736778
3.8458406513060908        -7.036542548523379
3.8965860834663175        -7.035119804790362
3.9152926913480215        -7.034662228516154
3.9476862474833823        -7.033869860235466
4.003737370480792         -7.032498811877127
4.327271429909992         -7.024584950078718
4.494384488780263         -7.02049725169252
4.5623485124308445        -7.01883480573124
4.92262886409582          -7.010022104784734
4.948712860051145         -7.009384072611229
5.139207570482164         -7.004142371347347
5.23316934419708          -7.001556895105384
5.376325668551665         -6.997617769002599
5.62312861136283          -6.99082667598833
5.932215016177821         -6.98232177527428
5.939211707097144         -6.982129252534137
6.423669015225208         -6.960956043442696
6.661991723115648         -6.95054014829418
6.725463612640482         -6.948584536416702
6.732033052973378         -6.9483821275135185
6.765941050634673         -6.9473373991547955
6.89069172832383          -6.943493746337145
6.965182967433222         -6.941198620840461
7.110533280472673         -6.9367202793147005
7.160182489365255         -6.9351905535834355
7.207584353390544         -6.933730070068659
7.381811438226158         -6.928362015658511
7.588852340006518         -6.9228075867173775
7.662650044975848         -6.9208277648331755
7.907212669309793         -6.914266714785406
7.9481364334321185        -6.9131688247652905
7.973737356386103         -6.912482011163957
8.319718929425179         -6.903200125092844
8.335150031597536         -6.902867275655312
8.38405071157105          -6.901812486202019
8.711183903517238         -6.894756211302078
8.73730995790865          -6.894192671354512
9.04642979793745          -6.887524945113454
9.297100248130398         -6.882117974346224
9.30048650934075          -6.882044932568223
9.302785224484985         -6.881995349198594
9.322384499154339         -6.881572592128046
9.427993619330095         -6.879294599548121
9.642176519066794         -6.872091817097164
9.77694446311316          -6.867559689726017
10.09435954165098         -6.856885299939663
10.223643341941695        -6.852537599497322
10.597397873494089        -6.839968563481186
10.786211749441556        -6.833618918977159
10.938938424895383        -6.829293854767847
11.127498553774245        -6.823954023580572
11.213271408354423        -6.821525023522962
11.366419677330697        -6.817188020213617
11.492264507779097        -6.813951371461568
11.657772060922056        -6.809694622786056
11.966677131376422        -6.801749781450727
12.191210860688962        -6.795974917181944
12.346461015275175        -6.792960287997209
12.42482273510398         -6.791438669366992
12.575313786200837        -6.788516451892309
12.826241101369774        -6.783643974891733
13.064388908561597        -6.779019648869282
13.133481807853933        -6.777678011102671
13.424123715205837        -6.7720343608367655
13.427305483037912        -6.771945234166911
13.833252054587987        -6.760573987749677
14.1412001767426          -6.751947842768625
14.351587792378822        -6.746054531707005
14.463996136986324        -6.742905784863273
14.529028833840897        -6.741084109615985
14.571131520758911        -6.7399047425235485
14.669085081826097        -6.737160898484936
15.048082226277472        -6.726544550859342
15.218363378086742        -6.721847250213979
15.325409643030305        -6.718931198000626
15.356212198190448        -6.718092104182649
15.459244372732954        -6.715659082663352
15.842605508623691        -6.706606319316119
15.86940767713174         -6.705973407771416
15.891608097648437        -6.705449162785863
16.140702138670484        -6.699567008353754
16.286719374396228        -6.696118929360116
16.466518161010434        -6.691873126348404
16.68762848457527         -6.68665178478439
16.983309302164272        -6.67966952128049
17.063628644889135        -6.677772844925434
17.160596743153278        -6.675483021665759
17.352675196588805        -6.671723852468384
17.601978836183108        -6.666844728620841
17.796057675613326        -6.663046409850567
17.995867551921734        -6.659135928904288
18.2964953615911          -6.652229139067411
18.392391695660166        -6.650025963565217
19.104433306370446        -6.633667125154041
19.112129812214214        -6.633490301365185
19.14512013824855         -6.6327323633393585
19.146036692583223        -6.632715957654694
19.714898743196308        -6.622533722879665
19.71771296008552         -6.622483350356057
19.970748085074533        -6.617954197732492
20.24791322510596         -6.6129931346343
20.30202957647211         -6.612024489610103
20.363755936727145        -6.610919630723412
20.962367803914262        -6.599425492907603
21.017777362408665        -6.598361556262574
21.14321280118719         -6.595953030305534
21.17056140798728         -6.5954279009640295
21.202974748613116        -6.594805522049333
21.335554887845348        -6.592259808414994
21.378645104683798        -6.591432419387139
21.9773668792474          -6.579936171204632
22.576404891654448        -6.568433850838204
22.63075667125561         -6.5673902249438365
22.778145378787322        -6.564560167255826
22.784172350507532        -6.564444441445227
22.798570659144872        -6.564167974918478
22.965999333698463        -6.5609531234176455
23.008725318570207        -6.559989880812895
23.17773634447512         -6.5561242263528925
23.792928086408082        -6.541785967200581
23.845242534019903        -6.540972738247781
