4.555e-3 3.0e1 2.0355e0 2.0355e0
5.05e-3 -3.0e1 2.3884e0 2.3884e0
5.05e-3 -2.7e1 2.3977e0 2.3977e0
5.05e-3 -2.4e1 2.403e0 2.403e0
5.05e-3 -2.1e1 2.4046e0 2.4046e0
5.05e-3 -1.8e1 2.403e0 2.403e0
5.05e-3 -1.5e1 2.3986e0 2.3986e0
5.05e-3 -1.2e1 2.3915e0 2.3915e0
5.05e-3 -9.0e0 2.382e0 2.382e0
5.05e-3 -6.0e0 2.3704e0 2.3704e0
5.05e-3 -3.0e0 2.3567e0 2.3567e0
5.05e-3 -2.2204e-15 2.341e0 2.341e0
5.05e-3 3.0e0 2.3233e0 2.3233e0
5.05e-3 6.0e0 2.3038e0 2.3038e0
5.05e-3 9.0e0 2.2823e0 2.2823e0
5.05e-3 1.2e1 2.2589e0 2.2589e0
5.05e-3 1.5e1 2.2333e0 2.2333e0
5.05e-3 1.8e1 2.2055e0 2.2055e0
5.05e-3 2.1e1 2.1753e0 2.1753e0
5.05e-3 2.4e1 2.1424e0 2.1424e0
5.05e-3 2.7e1 2.1065e0 2.1065e0
5.05e-3 3.0e1 2.0672e0 2.0672e0
5.545e-3 -3.0e1 2.3844e0 2.3844e0
5.545e-3 -2.7e1 2.3949e0 2.3949e0
5.545e-3 -2.4e1 2.4013e0 2.4013e0
5.545e-3 -2.1e1 2.4041e0 2.4041e0
5.545e-3 -1.8e1 2.4036e0 2.4036e0
5.545e-3 -1.5e1 2.4003e0 2.4003e0
5.545e-3 -1.2e1 2.3944e0 2.3944e0
5.545e-3 -9.0e0 2.3861e0 2.3861e0
5.545e-3 -6.0e0 2.3756e0 2.3756e0
5.545e-3 -3.0e0 2.363e0 2.363e0
5.545e-3 -2.2204e-15 2.3485e0 2.3485e0
5.545e-3 3.0e0 2.3322e0 2.3322e0
5.545e-3 6.0e0 2.3139e0 2.3139e0
5.545e-3 9.0e0 2.2938e0 2.2938e0
5.545e-3 1.2e1 2.2717e0 2.2717e0
5.545e-3 1.5e1 2.2475e0 2.2475e0
5.545e-3 1.8e1 2.2211e0 2.2211e0
5.545e-3 2.1e1 2.1924e0 2.1924e0
5.545e-3 2.4e1 2.161e0 2.161e0
5.545e-3 2.7e1 2.1267e0 2.1267e0
5.545e-3 3.0e1 2.089e0 2.089e0
6.04e-3 -3.0e1 2.3712e0 2.3712e0
6.04e-3 -2.7e1 2.383e0 2.383e0
6.04e-3 -2.4e1 2.3908e0 2.3908e0
6.04e-3 -2.1e1 2.3948e0 2.3948e0
6.04e-3 -1.8e1 2.3957e0 2.3957e0
6.04e-3 -1.5e1 2.3936e0 2.3936e0
6.04e-3 -1.2e1 2.389e0 2.389e0
6.04e-3 -9.0e0 2.3819e0 2.3819e0
6.04e-3 -6.0e0 2.3727e0 2.3727e0
6.04e-3 -3.0e0 2.3615e0 2.3615e0
6.04e-3 -2.2204e-15 2.3483e0 2.3483e0
6.04e-3 3.0e0 2.3332e0 2.3332e0
6.04e-3 6.0e0 2.3163e0 2.3163e0
6.04e-3 9.0e0 2.2975e0 2.2975e0
6.04e-3 1.2e1 2.2768e0 2.2768e0
6.04e-3 1.5e1 2.2541e0 2.2541e0
6.04e-3 1.8e1 2.2292e0 2.2292e0
6.04e-3 2.1e1 2.202e0 2.202e0
6.04e-3 2.4e1 2.1722e0 2.1722e0
6.04e-3 2.7e1 2.1394e0 2.1394e0
6.04e-3 3.0e1 2.1035e0 2.1035e0
6.535e-3 -3.0e1 2.3507e0 2.3507e0
6.535e-3 -2.7e1 2.3641e0 2.3641e0
6.535e-3 -2.4e1 2.3733e0 2.3733e0
6.535e-3 -2.1e1 2.3788e0 2.3788e0
6.535e-3 -1.8e1 2.3811e0 2.3811e0
6.535e-3 -1.5e1 2.3804e0 2.3804e0
6.535e-3 -1.2e1 2.3771e0 2.3771e0
6.535e-3 -9.0e0 2.3714e0 2.3714e0
6.535e-3 -6.0e0 2.3635e0 2.3635e0
