    BEGIN:|U|  BEGIN:Ph(U)  BEGIN:TBeg  HX:HeatIn   HX:HeatIn   RPN:ChngeM    RPN:dT     RPN:COP   
      m^3/s        deg          K           W           W           _           _           _      
         0f          0g          0c          2e         14e          1A         10A         17A    
     3.6228E-2       -2.1000     363.510    -2321.4        681.030    3.6228E-2      101.370        0.41644
     3.6228E-2       -2.4000     363.510    -2321.1        679.820    3.6228E-2      101.340        0.41547
     3.6228E-2       -2.7000     363.500    -2320.8        678.560    3.6228E-2      101.300        0.41447
     3.6228E-2       -3.0000     363.500    -2320.4        677.260    3.6228E-2      101.270        0.41345
     3.6228E-2       -3.3000     363.490    -2319.9        675.910    3.6228E-2      101.230        0.41241
     3.6228E-2       -3.6000     363.480    -2319.3        674.520    3.6228E-2      101.190        0.41134
     3.6228E-2       -3.9000     363.470    -2318.7        673.080    3.6228E-2      101.150        0.41026
     3.6228E-2       -4.2000     363.460    -2318.0        671.590    3.6228E-2      101.100        0.40915
     3.6228E-2       -4.5000     363.450    -2317.3        670.060    3.6228E-2      101.050        0.40803
     3.6228E-2       -4.8000     363.440    -2316.5        668.490    3.6228E-2      101.000        0.40688
     3.6228E-2       -5.1000     363.420    -2315.6        666.870    3.6228E-2      100.950        0.40571
     3.6228E-2       -5.4000     363.410    -2314.6        665.200    3.6228E-2      100.900        0.40452
     3.6228E-2       -5.7000     363.390    -2313.6        663.490    3.6228E-2      100.840        0.40331
     3.6228E-2       -6.0000     363.380    -2312.6        661.730    3.6228E-2      100.790        0.40207
     3.6228E-2       -6.3000     363.360    -2311.4        659.930    3.6228E-2      100.730        0.40082
     3.6228E-2       -6.6000     363.340    -2310.2        658.080    3.6228E-2      100.670        0.39954
     3.6228E-2       -6.9000     363.320    -2308.9        656.180    3.6228E-2      100.600        0.39824
     3.6228E-2       -7.2000     363.300    -2307.6        654.240    3.6228E-2      100.540        0.39692
     3.6228E-2       -7.5000     363.280    -2306.2        652.260    3.6228E-2      100.470        0.39558
     3.6228E-2       -7.8000     363.250    -2304.7        650.220    3.6228E-2      100.400        0.39421
     3.6228E-2       -8.1000     363.230    -2303.1        648.150    3.6228E-2      100.330        0.39282
     3.6228E-2       -8.4000     363.210    -2301.5        646.020    3.6228E-2      100.250        0.39141
     3.6228E-2       -8.7000     363.180    -2299.9        643.850    3.6228E-2      100.180        0.38998
     3.6228E-2       -9.0000     363.150    -2298.1        641.640    3.6228E-2      100.100        0.38853
     3.6228E-2       -9.3000     363.120    -2296.3        639.380    3.6228E-2      100.020        0.38705
     3.6228E-2       -9.6000     363.100    -2294.4        637.070    3.6228E-2       99.9370       0.38555
     3.6228E-2       -9.9000     363.070    -2292.5        634.710    3.6228E-2       99.8520       0.38403
     3.6228E-2      -10.200      363.030    -2290.5        632.310    3.6228E-2       99.7660       0.38249
     3.6228E-2      -10.500      363.000    -2288.4        629.870    3.6228E-2       99.6770       0.38092
     3.6228E-2      -10.800      362.970    -2286.3        627.370    3.6228E-2       99.5870       0.37933
     3.6228E-2      -11.100      362.940    -2284.1        624.840    3.6228E-2       99.4940       0.37772
     3.6228E-2      -11.400      362.900    -2281.8        622.250    3.6228E-2       99.3990       0.37608
     3.6228E-2      -11.700      362.860    -2279.5        619.620    3.6228E-2       99.3020       0.37442
     3.6228E-2      -12.000      362.830    -2277.1        616.940    3.6228E-2       99.2030       0.37274
     3.6228E-2      -12.300      362.790    -2274.7        614.220    3.6228E-2       99.1020       0.37104
     3.6228E-2      -12.600      362.750    -2272.1        611.450    3.6228E-2       98.9990       0.36931
     3.6228E-2      -12.900      362.710    -2269.6        608.630    3.6228E-2       98.8930       0.36756
     3.6228E-2      -13.200      362.670    -2266.9        605.770    3.6228E-2       98.7860       0.36578
     3.6228E-2      -13.500      362.630    -2264.2        602.860    3.6228E-2       98.6770       0.36398
     3.6228E-2      -13.800      362.580    -2261.4        599.900    3.6228E-2       98.5650       0.36216
     3.6228E-2      -14.100      362.540    -2258.6        596.900    3.6228E-2       98.4520       0.36031
     3.6228E-2      -14.400      362.490    -2255.7        593.850    3.6228E-2       98.3360       0.35844
     3.6228E-2      -14.700      362.450    -2252.7        590.750    3.6228E-2       98.2180       0.35654
     3.6228E-2      -15.000      362.400    -2249.6        587.610    3.6228E-2       98.0980       0.35462
     3.6228E-2      -15.300      362.350    -2246.5        584.420    3.6228E-2       97.9770       0.35268
     3.6228E-2      -15.600      362.300    -2243.4        581.180    3.6228E-2       97.8530       0.35071
     3.6228E-2      -15.900      362.250    -2240.2        577.890    3.6228E-2       97.7270       0.34871
     3.6228E-2      -16.200      362.200    -2236.9        574.560    3.6228E-2       97.5980       0.34669
     3.6228E-2      -16.500      362.150    -2233.5        571.180    3.6228E-2       97.4680       0.34465
     3.6228E-2      -16.800      362.100    -2230.1        567.760    3.6228E-2       97.3360       0.34258
     3.6228E-2      -17.100      362.040    -2226.6        564.280    3.6228E-2       97.2020       0.34049
     3.6228E-2      -17.400      361.990    -2223.1        560.760    3.6228E-2       97.0650       0.33837
     3.6228E-2      -17.700      361.930    -2219.5        557.190    3.6228E-2       96.9270       0.33622
     3.6228E-2      -18.000      361.880    -2215.8        553.580    3.6228E-2       96.7860       0.33405
     3.6228E-2      -18.300      361.820    -2212.1        549.920    3.6228E-2       96.6440       0.33186
     3.6228E-2      -18.600      361.760    -2208.3        546.210    3.6228E-2       96.4990       0.32963
     3.6228E-2      -18.900      361.700    -2204.4        542.450    3.6228E-2       96.3520       0.32738
     3.6228E-2      -19.200      361.640    -2200.5        538.640    3.6228E-2       96.2030       0.32511
     3.6228E-2      -19.500      361.580    -2196.5        534.790    3.6228E-2       96.0520       0.32281
     3.6228E-2      -19.800      361.520    -2192.5        530.890    3.6228E-2       95.8990       0.32048
     3.6228E-2      -20.100      361.450    -2188.4        526.940    3.6228E-2       95.7440       0.31813
     3.6228E-2      -20.400      361.390    -2184.2        522.940    3.6228E-2       95.5870       0.31575
     3.6228E-2      -20.700      361.320    -2180.0        518.900    3.6228E-2       95.4280       0.31334
     3.6228E-2      -21.000      361.260    -2175.7        514.810    3.6228E-2       95.2670       0.31090
     3.6228E-2      -21.300      361.190    -2171.4        510.670    3.6228E-2       95.1040       0.30844
     3.6228E-2      -21.600      361.120    -2167.0        506.480    3.6228E-2       94.9380       0.30595
     3.6228E-2      -21.900      361.050    -2162.5        502.240    3.6228E-2       94.7710       0.30344
     3.6228E-2      -22.200      360.980    -2158.0        497.960    3.6228E-2       94.6010       0.30089
     3.6228E-2      -22.500      360.910    -2153.4        493.620    3.6228E-2       94.4300       0.29832
     3.6228E-2      -22.800      360.840    -2148.7        489.240    3.6228E-2       94.2560       0.29572
     3.6228E-2      -23.100      360.770    -2144.0        484.810    3.6228E-2       94.0810       0.29309
     3.6228E-2      -23.400      360.690    -2139.3        480.330    3.6228E-2       93.9030       0.29044
     3.6228E-2      -23.700      360.620    -2134.4        475.810    3.6228E-2       93.7230       0.28775
     3.6228E-2      -24.000      360.540    -2129.6        471.230    3.6228E-2       93.5410       0.28504
     3.6228E-2      -24.300      360.460    -2124.6        466.600    3.6228E-2       93.3570       0.28229
     3.6228E-2      -24.600      360.390    -2119.6        461.930    3.6228E-2       93.1710       0.27952
     3.6228E-2      -24.900      360.310    -2114.5        457.210    3.6228E-2       92.9830       0.27672
     3.6228E-2      -25.200      360.230    -2109.4        452.440    3.6228E-2       92.7930       0.27389
     3.6228E-2      -25.500      360.150    -2104.2        447.620    3.6228E-2       92.6010       0.27104
     3.6228E-2      -25.800      360.070    -2099.0        442.750    3.6228E-2       92.4070       0.26815
     3.6228E-2      -26.100      359.990    -2093.7        437.830    3.6228E-2       92.2110       0.26523
     3.6228E-2      -26.400      359.900    -2088.3        432.860    3.6228E-2       92.0130       0.26228
     3.6228E-2      -26.700      359.820    -2082.9        427.840    3.6228E-2       91.8120       0.25931
     3.6228E-2      -27.000      359.740    -2077.5        422.780    3.6228E-2       91.6100       0.25630
     3.6228E-2      -27.300      359.650    -2071.9        417.660    3.6228E-2       91.4060       0.25326
     3.6228E-2      -27.600      359.560    -2066.3        412.500    3.6228E-2       91.1990       0.25019
     3.6228E-2      -27.900      359.480    -2060.7        407.280    3.6228E-2       90.9910       0.24709
     3.6228E-2      -28.200      359.390    -2055.0        402.020    3.6228E-2       90.7800       0.24397
     3.6228E-2      -28.500      359.300    -2049.2        396.700    3.6228E-2       90.5680       0.24081
     3.6228E-2      -28.800      359.210    -2043.4        391.340    3.6228E-2       90.3530       0.23761
     3.6228E-2      -29.100      359.120    -2037.6        385.930    3.6228E-2       90.1360       0.23439
     3.6228E-2      -29.400      359.030    -2031.6        380.460    3.6228E-2       89.9180       0.23114
     3.6228E-2      -29.700      358.930    -2025.7        374.950    3.6228E-2       89.6970       0.22785
     3.6228E-2      -30.000      358.840    -2019.6        369.380    3.6228E-2       89.4740       0.22454
     3.6427E-2      -30.000      359.010    -2030.4        361.720    3.6427E-2       89.4630       0.21744
     3.6427E-2      -29.700      359.100    -2036.5        367.330    3.6427E-2       89.6870       0.22075
     3.6427E-2      -29.400      359.190    -2042.5        372.890    3.6427E-2       89.9090       0.22403
     3.6427E-2      -29.100      359.290    -2048.4        378.400    3.6427E-2       90.1290       0.22728
     3.6427E-2      -28.800      359.380    -2054.3        383.850    3.6427E-2       90.3470       0.23050
     3.6427E-2      -28.500      359.470    -2060.2        389.260    3.6427E-2       90.5630       0.23368
     3.6427E-2      -28.200      359.560    -2065.9        394.620    3.6427E-2       90.7770       0.23684
     3.6427E-2      -27.900      359.650    -2071.7        399.920    3.6427E-2       90.9890       0.23996
     3.6427E-2      -27.600      359.730    -2077.3        405.180    3.6427E-2       91.1990       0.24306
     3.6427E-2      -27.300      359.820    -2082.9        410.380    3.6427E-2       91.4070       0.24612
     3.6427E-2      -27.000      359.910    -2088.5        415.540    3.6427E-2       91.6130       0.24915
     3.6427E-2      -26.700      359.990    -2094.0        420.650    3.6427E-2       91.8160       0.25215
     3.6427E-2      -26.400      360.080    -2099.4        425.700    3.6427E-2       92.0180       0.25513
     3.6427E-2      -26.100      360.160    -2104.8        430.710    3.6427E-2       92.2180       0.25807
     3.6427E-2      -25.800      360.240    -2110.1        435.670    3.6427E-2       92.4150       0.26098
     3.6427E-2      -25.500      360.320    -2115.4        440.580    3.6427E-2       92.6110       0.26387
     3.6427E-2      -25.200      360.400    -2120.6        445.430    3.6427E-2       92.8040       0.26672
     3.6427E-2      -24.900      360.480    -2125.8        450.240    3.6427E-2       92.9950       0.26954
     3.6427E-2      -24.600      360.560    -2130.8        455.000    3.6427E-2       93.1850       0.27234
     3.6427E-2      -24.300      360.640    -2135.9        459.710    3.6427E-2       93.3720       0.27511
