    BEGIN:|U|  BEGIN:Ph(U)  BEGIN:TBeg  HX:HeatIn   HX:HeatIn     RPN:dT     RPN:COP   
      m^3/s        deg          K           W           W           _           _      
         0f          0g          0c          1e         13e          9A         16A    
     2.9710E-3       14.4000     340.910     -201.57       132.220      -68.646        2.02030
     2.9710E-3       14.7000     340.900     -201.25       131.940      -68.633        2.01710
     2.9710E-3       15.0000     340.880     -200.92       131.640      -68.620        2.01390
     2.9710E-3       15.3000     340.870     -200.58       131.350      -68.605        2.01060
     2.9710E-3       15.6000     340.850     -200.24       131.050      -68.591        2.00730
     2.9710E-3       15.9000     340.840     -199.89       130.740      -68.576        2.00400
     2.9710E-3       16.2000     340.820     -199.54       130.440      -68.560        2.00060
     2.9710E-3       16.5000     340.800     -199.18       130.120      -68.543        1.99730
     2.9710E-3       16.8000     340.790     -198.81       129.810      -68.527        1.99390
     2.9710E-3       17.1000     340.770     -198.44       129.490      -68.509        1.99040
     2.9710E-3       17.4000     340.750     -198.07       129.160      -68.491        1.98700
     2.9710E-3       17.7000     340.730     -197.69       128.830      -68.473        1.98350
     2.9710E-3       18.0000     340.720     -197.30       128.500      -68.453        1.98000
     2.9710E-3       18.3000     340.700     -196.91       128.160      -68.434        1.97640
     2.9710E-3       18.6000     340.680     -196.51       127.820      -68.414        1.97290
     2.9710E-3       18.9000     340.660     -196.11       127.480      -68.393        1.96930
     2.9710E-3       19.2000     340.640     -195.70       127.130      -68.371        1.96560
     2.9710E-3       19.5000     340.620     -195.29       126.770      -68.349        1.96200
     2.9710E-3       19.8000     340.600     -194.87       126.420      -68.327        1.95830
     2.9710E-3       20.1000     340.580     -194.45       126.050      -68.304        1.95460
     2.9710E-3       20.4000     340.560     -194.02       125.690      -68.280        1.95080
     2.9710E-3       20.7000     340.540     -193.59       125.320      -68.256        1.94710
     2.9710E-3       21.0000     340.510     -193.15       124.950      -68.231        1.94320
     2.9710E-3       21.3000     340.490     -192.70       124.570      -68.206        1.93940
     2.9710E-3       21.6000     340.470     -192.25       124.190      -68.180        1.93550
     2.9710E-3       21.9000     340.440     -191.80       123.800      -68.153        1.93170
     2.9710E-3       22.2000     340.420     -191.33       123.410      -68.126        1.92770
     2.9710E-3       22.5000     340.400     -190.87       123.020      -68.098        1.92380
     2.9710E-3       22.8000     340.370     -190.40       122.620      -68.070        1.91980
     2.9710E-3       23.1000     340.350     -189.92       122.220      -68.041        1.91570
     2.9710E-3       23.4000     340.320     -189.44       121.820      -68.012        1.91170
     2.9710E-3       23.7000     340.300     -188.95       121.410      -67.982        1.90760
     2.9710E-3       24.0000     340.270     -188.46       120.990      -67.951        1.90350
     2.9710E-3       24.3000     340.250     -187.96       120.580      -67.920        1.89930
     2.9710E-3       24.6000     340.220     -187.46       120.160      -67.888        1.89510
     2.9710E-3       24.9000     340.190     -186.95       119.730      -67.856        1.89090
     2.9710E-3       25.2000     340.160     -186.44       119.300      -67.822        1.88670
     2.9710E-3       25.5000     340.140     -185.92       118.870      -67.789        1.88240
     2.9710E-3       25.8000     340.110     -185.40       118.440      -67.755        1.87800
     2.9710E-3       26.1000     340.080     -184.87       118.000      -67.720        1.87370
     2.9710E-3       26.4000     340.050     -184.34       117.550      -67.685        1.86930
     2.9710E-3       26.7000     340.020     -183.80       117.110      -67.649        1.86490
     2.9710E-3       27.0000     339.990     -183.26       116.650      -67.612        1.86040
     2.9710E-3       27.3000     339.960     -182.71       116.200      -67.575        1.85590
     2.9710E-3       27.6000     339.930     -182.16       115.740      -67.537        1.85140
     2.9710E-3       27.9000     339.900     -181.60       115.280      -67.499        1.84680
     2.9710E-3       28.2000     339.870     -181.04       114.810      -67.460        1.84220
     2.9710E-3       28.5000     339.840     -180.47       114.340      -67.420        1.83750
     2.9710E-3       28.8000     339.810     -179.90       113.870      -67.380        1.83280
     2.9710E-3       29.1000     339.780     -179.32       113.390      -67.339        1.82810
     2.9710E-3       29.4000     339.740     -178.74       112.910      -67.297        1.82330
     2.9710E-3       29.7000     339.710     -178.15       112.430      -67.255        1.81850
     2.9710E-3       30.0000     339.680     -177.56       111.940      -67.213        1.81370
     3.0205E-3       30.0000     339.660     -180.38       114.010      -67.308        1.82490
     3.0205E-3       29.7000     339.690     -180.98       114.500      -67.350        1.82970
     3.0205E-3       29.4000     339.730     -181.58       114.990      -67.392        1.83450
     3.0205E-3       29.1000     339.760     -182.17       115.480      -67.434        1.83930
     3.0205E-3       28.8000     339.790     -182.76       115.970      -67.474        1.84400
     3.0205E-3       28.5000     339.820     -183.34       116.450      -67.514        1.84860
     3.0205E-3       28.2000     339.850     -183.92       116.930      -67.554        1.85330
     3.0205E-3       27.9000     339.890     -184.49       117.400      -67.593        1.85790
     3.0205E-3       27.6000     339.920     -185.06       117.870      -67.631        1.86240
     3.0205E-3       27.3000     339.950     -185.62       118.340      -67.669        1.86690
     3.0205E-3       27.0000     339.980     -186.18       118.800      -67.706        1.87140
     3.0205E-3       26.7000     340.010     -186.73       119.260      -67.743        1.87590
     3.0205E-3       26.4000     340.040     -187.28       119.710      -67.779        1.88030
     3.0205E-3       26.1000     340.070     -187.82       120.160      -67.814        1.88470
     3.0205E-3       25.8000     340.090     -188.36       120.610      -67.849        1.88900
     3.0205E-3       25.5000     340.120     -188.89       121.050      -67.883        1.89330
     3.0205E-3       25.2000     340.150     -189.41       121.490      -67.916        1.89760
     3.0205E-3       24.9000     340.180     -189.94       121.920      -67.949        1.90180
     3.0205E-3       24.6000     340.200     -190.45       122.360      -67.981        1.90600
     3.0205E-3       24.3000     340.230     -190.96       122.780      -68.013        1.91020
     3.0205E-3       24.0000     340.260     -191.47       123.210      -68.044        1.91430
     3.0205E-3       23.7000     340.280     -191.97       123.630      -68.075        1.91840
     3.0205E-3       23.4000     340.310     -192.46       124.040      -68.105        1.92250
     3.0205E-3       23.1000     340.330     -192.95       124.450      -68.134        1.92650
     3.0205E-3       22.8000     340.360     -193.44       124.860      -68.163        1.93050
     3.0205E-3       22.5000     340.380     -193.92       125.260      -68.191        1.93450
     3.0205E-3       22.2000     340.410     -194.39       125.660      -68.219        1.93840
     3.0205E-3       21.9000     340.430     -194.86       126.060      -68.246        1.94240
     3.0205E-3       21.6000     340.450     -195.32       126.450      -68.272        1.94620
     3.0205E-3       21.3000     340.480     -195.78       126.840      -68.298        1.95010
     3.0205E-3       21.0000     340.500     -196.23       127.220      -68.323        1.95390
     3.0205E-3       20.7000     340.520     -196.68       127.600      -68.348        1.95770
     3.0205E-3       20.4000     340.540     -197.12       127.970      -68.372        1.96140
     3.0205E-3       20.1000     340.570     -197.56       128.350      -68.396        1.96520
     3.0205E-3       19.8000     340.590     -197.99       128.710      -68.419        1.96890
     3.0205E-3       19.5000     340.610     -198.41       129.080      -68.441        1.97250
     3.0205E-3       19.2000     340.630     -198.83       129.430      -68.463        1.97620
     3.0205E-3       18.9000     340.650     -199.25       129.790      -68.484        1.97980
     3.0205E-3       18.6000     340.670     -199.66       130.140      -68.505        1.98340
     3.0205E-3       18.3000     340.690     -200.06       130.490      -68.525        1.98690
     3.0205E-3       18.0000     340.700     -200.46       130.830      -68.545        1.99040
     3.0205E-3       17.7000     340.720     -200.85       131.170      -68.564        1.99390
     3.0205E-3       17.4000     340.740     -201.24       131.500      -68.582        1.99740
     3.0205E-3       17.1000     340.760     -201.62       131.830      -68.600        2.00090
     3.0205E-3       16.8000     340.780     -202.00       132.160      -68.617        2.00430
     3.0205E-3       16.5000     340.790     -202.37       132.480      -68.634        2.00770
     3.0205E-3       16.2000     340.810     -202.73       132.790      -68.650        2.01100
     3.0205E-3       15.9000     340.830     -203.09       133.110      -68.666        2.01430
     3.0205E-3       15.6000     340.840     -203.44       133.420      -68.681        2.01770
     3.0205E-3       15.3000     340.860     -203.79       133.720      -68.695        2.02090
     3.0205E-3       15.0000     340.870     -204.13       134.020      -68.709        2.02420
     3.0205E-3       14.7000     340.890     -204.47       134.320      -68.723        2.02740
     3.0205E-3       14.4000     340.900     -204.80       134.610      -68.736        2.03060
     3.0205E-3       14.1000     340.910     -205.13       134.900      -68.748        2.03380
     3.0205E-3       13.8000     340.930     -205.45       135.180      -68.760        2.03690
     3.0205E-3       13.5000     340.940     -205.76       135.460      -68.771        2.04010
     3.0205E-3       13.2000     340.950     -206.07       135.740      -68.782        2.04320
     3.0205E-3       12.9000     340.970     -206.37       136.010      -68.792        2.04620
     3.0205E-3       12.6000     340.980     -206.67       136.270      -68.802        2.04930
     3.0205E-3       12.3000     340.990     -206.96       136.530      -68.811        2.05230
     3.0205E-3       12.0000     341.000     -207.25       136.790      -68.819        2.05530
     3.0205E-3       11.7000     341.010     -207.53       137.050      -68.827        2.05830
     3.0205E-3       11.4000     341.020     -207.80       137.290      -68.835        2.06120
     3.0205E-3       11.1000     341.030     -208.07       137.540      -68.841        2.06420
     3.0205E-3       10.8000     341.040     -208.34       137.780      -68.848        2.06710
     3.0205E-3       10.5000     341.050     -208.59       138.020      -68.854        2.06990
     3.0205E-3       10.2000     341.060     -208.85       138.250      -68.859        2.07280
     3.0205E-3        9.90000    341.070     -209.09       138.480      -68.864        2.07560
     3.0205E-3        9.60000    341.080     -209.33       138.700      -68.868        2.07840
     3.0205E-3        9.30000    341.090     -209.57       138.920      -68.872        2.08120
     3.0205E-3        9.00000    341.090     -209.80       139.130      -68.875        2.08390
     3.0205E-3        8.70000    341.100     -210.02       139.340      -68.878        2.08670
     3.0205E-3        8.40000    341.110     -210.24       139.550      -68.880        2.08940
     3.0205E-3        8.10000    341.110     -210.45       139.750      -68.882        2.09210
     3.0205E-3        7.80000    341.120     -210.65       139.940      -68.883        2.09470
     3.0205E-3        7.50000    341.130     -210.85       140.140      -68.883        2.09740
     3.0205E-3        7.20000    341.130     -211.05       140.320      -68.883        2.10000
     3.0205E-3        6.90000    341.140     -211.24       140.510      -68.883        2.10260
     3.0205E-3        6.60000    341.140     -211.42       140.690      -68.882        2.10510
     3.0205E-3        6.30000    341.150     -211.60       140.860      -68.881        2.10770
     3.0205E-3        6.00000    341.150     -211.77       141.030      -68.879        2.11020
     3.0205E-3        5.70000    341.150     -211.93       141.200      -68.876        2.11270
     3.0205E-3        5.40000    341.160     -212.09       141.360      -68.873        2.11520
     3.0205E-3        5.10000    341.160     -212.25       141.520      -68.870        2.11760
     3.0205E-3        4.80000    341.160     -212.39       141.670      -68.866        2.12000
     3.0205E-3        4.50000    341.160     -212.54       141.820      -68.861        2.12240
     3.0205E-3        4.20000    341.170     -212.67       141.960      -68.856        2.12480
     3.0205E-3        3.90000    341.170     -212.80       142.100      -68.851        2.12720
     3.0205E-3        3.60000    341.170     -212.93       142.230      -68.845        2.12950
     3.0205E-3        3.30000    341.170     -213.05       142.360      -68.838        2.13180
     3.0205E-3        3.00000    341.170     -213.16       142.490      -68.831        2.13410
     3.0205E-3        2.70000    341.170     -213.27       142.610      -68.824        2.13640
     3.0205E-3        2.40000    341.170     -213.37       142.730      -68.816        2.13860
     3.0205E-3        2.10000    341.170     -213.46       142.840      -68.807        2.14080
     3.0205E-3        1.80000    341.170     -213.55       142.950      -68.798        2.14300
     3.0205E-3        1.50000    341.160     -213.63       143.050      -68.789        2.14520
     3.0205E-3        1.20000    341.160     -213.71       143.150      -68.779        2.14740
     3.0205E-3        0.90000    341.160     -213.78       143.240      -68.769        2.14950
     3.0205E-3        0.60000    341.160     -213.85       143.330      -68.758        2.15160
     3.0205E-3        0.30000    341.160     -213.91       143.420      -68.746        2.15370
     3.0205E-3   -2.2204E-15     341.150     -213.97       143.500      -68.734        2.15570
     3.0205E-3       -0.3000     341.150     -214.01       143.570      -68.722        2.15780
     3.0205E-3       -0.6000     341.140     -214.06       143.640      -68.709        2.15980
     3.0205E-3       -0.9000     341.140     -214.09       143.710      -68.696        2.16180
     3.0205E-3       -1.2000     341.140     -214.12       143.770      -68.682        2.16370
     3.0205E-3       -1.5000     341.130     -214.15       143.830      -68.668        2.16570
     3.0205E-3       -1.8000     341.120     -214.17       143.890      -68.653        2.16760
     3.0205E-3       -2.1000     341.120     -214.18       143.930      -68.638        2.16950
     3.0205E-3       -2.4000     341.110     -214.19       143.980      -68.622        2.17140
     3.0205E-3       -2.7000     341.110     -214.19       144.020      -68.606        2.17320
     3.0205E-3       -3.0000     341.100     -214.19       144.050      -68.589        2.17500
     3.0205E-3       -3.3000     341.090     -214.18       144.080      -68.572        2.17680
     3.0205E-3       -3.6000     341.090     -214.16       144.110      -68.555        2.17860
     3.0205E-3       -3.9000     341.080     -214.14       144.130      -68.537        2.18040
     3.0205E-3       -4.2000     341.070     -214.11       144.150      -68.518        2.18210
     3.0205E-3       -4.5000     341.060     -214.08       144.160      -68.499        2.18380
     3.0205E-3       -4.8000     341.050     -214.04       144.170      -68.480        2.18550
     3.0205E-3       -5.1000     341.040     -213.99       144.170      -68.460        2.18710
     3.0205E-3       -5.4000     341.030     -213.94       144.170      -68.440        2.18880
     3.0205E-3       -5.7000     341.020     -213.88       144.160      -68.419        2.19040
     3.0205E-3       -6.0000     341.010     -213.82       144.150      -68.398        2.19200
     3.0205E-3       -6.3000     341.000     -213.75       144.140      -68.376        2.19350
     3.0205E-3       -6.6000     340.990     -213.68       144.120      -68.354        2.19510
     3.0205E-3       -6.9000     340.980     -213.60       144.100      -68.331        2.19660
     3.0205E-3       -7.2000     340.970     -213.51       144.070      -68.308        2.19810
     3.0205E-3       -7.5000     340.960     -213.42       144.030      -68.285        2.19950
     3.0205E-3       -7.8000     340.940     -213.32       144.000      -68.261        2.20100
     3.0205E-3       -8.1000     340.930     -213.22       143.950      -68.237        2.20240
     3.0205E-3       -8.4000     340.920     -213.11       143.910      -68.212        2.20380
     3.0205E-3       -8.7000     340.910     -212.99       143.850      -68.187        2.20510
     3.0205E-3       -9.0000     340.890     -212.87       143.800      -68.161        2.20650
     3.0205E-3       -9.3000     340.880     -212.74       143.740      -68.135        2.20780
     3.0205E-3       -9.6000     340.860     -212.61       143.670      -68.108        2.20910
     3.0205E-3       -9.9000     340.850     -212.47       143.600      -68.081        2.21030
     3.0205E-3      -10.200      340.830     -212.33       143.530      -68.054        2.21160
     3.0205E-3      -10.500      340.820     -212.18       143.450      -68.026        2.21280
     3.0205E-3      -10.800      340.800     -212.02       143.360      -67.998        2.21390
     3.0205E-3      -11.100      340.790     -211.86       143.280      -67.969        2.21510
     3.0205E-3      -11.400      340.770     -211.69       143.180      -67.940        2.21620
     3.0205E-3      -11.700      340.750     -211.52       143.090      -67.910        2.21730
     3.0205E-3      -12.000      340.740     -211.34       142.980      -67.880        2.21840
     3.0205E-3      -12.300      340.720     -211.15       142.880      -67.850        2.21940
     3.0205E-3      -12.600      340.700     -210.96       142.770      -67.819        2.22040
     3.0205E-3      -12.900      340.680     -210.77       142.650      -67.788        2.22140
     3.0205E-3      -13.200      340.670     -210.56       142.530      -67.756        2.22240
     3.0205E-3      -13.500      340.650     -210.36       142.410      -67.724        2.22330
     3.0205E-3      -13.800      340.630     -210.14       142.280      -67.691        2.22420
     3.0205E-3      -14.100      340.610     -209.92       142.140      -67.658        2.22510
     3.0205E-3      -14.400      340.590     -209.70       142.000      -67.625        2.22600
     3.0205E-3      -14.700      340.570     -209.47       141.860      -67.591        2.22680
     3.0205E-3      -15.000      340.550     -209.23       141.710      -67.557        2.22760
     3.0205E-3      -15.300      340.530     -208.99       141.560      -67.523        2.22830
     3.0205E-3      -15.600      340.510     -208.74       141.400      -67.488        2.22910
     3.0205E-3      -15.900      340.490     -208.49       141.240      -67.452        2.22980
     3.0205E-3      -16.200      340.470     -208.23       141.080      -67.417        2.23040
     3.0205E-3      -16.500      340.450     -207.96       140.910      -67.380        2.23110
     3.0205E-3      -16.800      340.420     -207.69       140.730      -67.344        2.23170
     3.0205E-3      -17.100      340.400     -207.41       140.550      -67.307        2.23230
     3.0205E-3      -17.400      340.380     -207.13       140.370      -67.269        2.23280
     3.0205E-3      -17.700      340.360     -206.85       140.180      -67.232        2.23330
     3.0205E-3      -18.000      340.330     -206.55       139.990      -67.193        2.23380
     3.0205E-3      -18.300      340.310     -206.25       139.790      -67.155        2.23420
     3.0205E-3      -18.600      340.290     -205.95       139.590      -67.116        2.23470
     3.0205E-3      -18.900      340.260     -205.64       139.380      -67.077        2.23510
     3.0205E-3      -19.200      340.240     -205.32       139.170      -67.037        2.23540
     3.0205E-3      -19.500      340.210     -205.00       138.950      -66.997        2.23570
     3.0205E-3      -19.800      340.190     -204.67       138.730      -66.956        2.23600
     3.0205E-3      -20.100      340.160     -204.34       138.510      -66.915        2.23630
     3.0205E-3      -20.400      340.140     -204.00       138.280      -66.874        2.23650
     3.0205E-3      -20.700      340.110     -203.66       138.040      -66.832        2.23670
     3.0205E-3      -21.000      340.080     -203.31       137.800      -66.790        2.23680
     3.0205E-3      -21.300      340.060     -202.96       137.560      -66.748        2.23690
     3.0205E-3      -21.600      340.030     -202.60       137.310      -66.705        2.23700
     3.0205E-3      -21.900      340.000     -202.23       137.060      -66.662        2.23710
     3.0205E-3      -22.200      339.980     -201.86       136.810      -66.619        2.23710
     3.0205E-3      -22.500      339.950     -201.48       136.540      -66.575        2.23700
     3.0205E-3      -22.800      339.920     -201.10       136.280      -66.530        2.23700
     3.0205E-3      -23.100      339.890     -200.71       136.010      -66.486        2.23690
     3.0205E-3      -23.400      339.870     -200.32       135.740      -66.441        2.23670
     3.0205E-3      -23.700      339.840     -199.92       135.460      -66.395        2.23650
     3.0205E-3      -24.000      339.810     -199.52       135.170      -66.350        2.23630
     3.0205E-3      -24.300      339.780     -199.11       134.890      -66.303        2.23610
     3.0205E-3      -24.600      339.750     -198.69       134.590      -66.257        2.23580
     3.0205E-3      -24.900      339.720     -198.27       134.300      -66.210        2.23540
     3.0205E-3      -25.200      339.690     -197.85       134.000      -66.163        2.23510
     3.0205E-3      -25.500      339.660     -197.42       133.690      -66.115        2.23460
     3.0205E-3      -25.800      339.630     -196.98       133.380      -66.068        2.23420
     3.0205E-3      -26.100      339.600     -196.54       133.070      -66.019        2.23370
     3.0205E-3      -26.400      339.560     -196.09       132.750      -65.971        2.23310
     3.0205E-3      -26.700      339.530     -195.64       132.420      -65.922        2.23260
     3.0205E-3      -27.000      339.500     -195.18       132.100      -65.873        2.23190
     3.0205E-3      -27.300      339.470     -194.72       131.770      -65.823        2.23130
     3.0205E-3      -27.600      339.440     -194.25       131.430      -65.773        2.23060
     3.0205E-3      -27.900      339.400     -193.78       131.090      -65.723        2.22980
     3.0205E-3      -28.200      339.370     -193.30       130.740      -65.672        2.22900
     3.0205E-3      -28.500      339.340     -192.81       130.390      -65.621        2.22810
     3.0205E-3      -28.800      339.300     -192.32       130.040      -65.569        2.22730
     3.0205E-3      -29.100      339.270     -191.83       129.680      -65.518        2.22630
     3.0205E-3      -29.400      339.240     -191.33       129.320      -65.466        2.22530
     3.0205E-3      -29.700      339.200     -190.82       128.950      -65.413        2.22430
     3.0205E-3      -30.000      339.170     -190.31       128.580      -65.361        2.22320
     3.0700E-3      -30.000      339.170     -193.29       130.810      -65.419        2.23300
     3.0700E-3      -29.700      339.200     -193.80       131.190      -65.472        2.23400
     3.0700E-3      -29.400      339.240     -194.32       131.560      -65.524        2.23510
     3.0700E-3      -29.100      339.270     -194.83       131.930      -65.577        2.23600
     3.0700E-3      -28.800      339.310     -195.33       132.290      -65.629        2.23700
     3.0700E-3      -28.500      339.340     -195.83       132.650      -65.680        2.23790
     3.0700E-3      -28.200      339.370     -196.32       133.010      -65.732        2.23870
     3.0700E-3      -27.900      339.410     -196.81       133.360      -65.783        2.23950
     3.0700E-3      -27.600      339.440     -197.29       133.710      -65.833        2.24020
     3.0700E-3      -27.300      339.470     -197.76       134.050      -65.883        2.24090
     3.0700E-3      -27.000      339.500     -198.23       134.390      -65.933        2.24160
     3.0700E-3      -26.700      339.530     -198.70       134.720      -65.983        2.24220
     3.0700E-3      -26.400      339.570     -199.16       135.050      -66.032        2.24280
     3.0700E-3      -26.100      339.600     -199.61       135.370      -66.081        2.24330
     3.0700E-3      -25.800      339.630     -200.06       135.690      -66.130        2.24380
     3.0700E-3      -25.500      339.660     -200.51       136.010      -66.178        2.24420
     3.0700E-3      -25.200      339.690     -200.95       136.320      -66.226        2.24470
     3.0700E-3      -24.900      339.720     -201.38       136.620      -66.273        2.24500
     3.0700E-3      -24.600      339.750     -201.81       136.930      -66.320        2.24540
     3.0700E-3      -24.300      339.780     -202.23       137.220      -66.367        2.24560
     3.0700E-3      -24.000      339.810     -202.64       137.520      -66.413        2.24590
     3.0700E-3      -23.700      339.840     -203.06       137.800      -66.459        2.24610
     3.0700E-3      -23.400      339.870     -203.46       138.090      -66.505        2.24630
     3.0700E-3      -23.100      339.890     -203.86       138.370      -66.550        2.24640
     3.0700E-3      -22.800      339.920     -204.25       138.640      -66.595        2.24650
     3.0700E-3      -22.500      339.950     -204.64       138.910      -66.640        2.24660
     3.0700E-3      -22.200      339.980     -205.03       139.180      -66.684        2.24660
     3.0700E-3      -21.900      340.010     -205.40       139.440      -66.727        2.24660
     3.0700E-3      -21.600      340.030     -205.78       139.690      -66.771        2.24650
     3.0700E-3      -21.300      340.060     -206.14       139.950      -66.814        2.24640
     3.0700E-3      -21.000      340.090     -206.50       140.190      -66.857        2.24630
     3.0700E-3      -20.700      340.110     -206.86       140.440      -66.899        2.24620
     3.0700E-3      -20.400      340.140     -207.21       140.670      -66.941        2.24600
     3.0700E-3      -20.100      340.160     -207.55       140.910      -66.982        2.24570
     3.0700E-3      -19.800      340.190     -207.89       141.140      -67.023        2.24550
     3.0700E-3      -19.500      340.210     -208.22       141.360      -67.064        2.24520
     3.0700E-3      -19.200      340.240     -208.55       141.580      -67.105        2.24490
     3.0700E-3      -18.900      340.260     -208.87       141.800      -67.144        2.24450
     3.0700E-3      -18.600      340.290     -209.19       142.010      -67.184        2.24410
     3.0700E-3      -18.300      340.310     -209.50       142.210      -67.223        2.24370
     3.0700E-3      -18.000      340.330     -209.80       142.410      -67.262        2.24320
     3.0700E-3      -17.700      340.360     -210.10       142.610      -67.300        2.24270
     3.0700E-3      -17.400      340.380     -210.39       142.800      -67.338        2.24220
     3.0700E-3      -17.100      340.400     -210.68       142.990      -67.376        2.24170
     3.0700E-3      -16.800      340.420     -210.96       143.170      -67.413        2.24110
     3.0700E-3      -16.500      340.450     -211.23       143.350      -67.450        2.24050
     3.0700E-3      -16.200      340.470     -211.50       143.530      -67.487        2.23980
     3.0700E-3      -15.900      340.490     -211.77       143.690      -67.523        2.23920
     3.0700E-3      -15.600      340.510     -212.03       143.860      -67.558        2.23850
     3.0700E-3      -15.300      340.530     -212.28       144.020      -67.593        2.23770
     3.0700E-3      -15.000      340.550     -212.52       144.170      -67.628        2.23700
     3.0700E-3      -14.700      340.570     -212.76       144.320      -67.663        2.23620
     3.0700E-3      -14.400      340.590     -213.00       144.470      -67.697        2.23530
     3.0700E-3      -14.100      340.610     -213.23       144.610      -67.730        2.23450
     3.0700E-3      -13.800      340.630     -213.45       144.750      -67.763        2.23360
     3.0700E-3      -13.500      340.650     -213.67       144.880      -67.796        2.23270
     3.0700E-3      -13.200      340.670     -213.88       145.010      -67.828        2.23180
     3.0700E-3      -12.900      340.680     -214.09       145.130      -67.860        2.23080
     3.0700E-3      -12.600      340.700     -214.29       145.250      -67.892        2.22980
     3.0700E-3      -12.300      340.720     -214.48       145.360      -67.923        2.22880
     3.0700E-3      -12.000      340.740     -214.67       145.470      -67.953        2.22780
     3.0700E-3      -11.700      340.750     -214.85       145.570      -67.984        2.22670
     3.0700E-3      -11.400      340.770     -215.03       145.670      -68.013        2.22560
     3.0700E-3      -11.100      340.790     -215.20       145.770      -68.043        2.22450
     3.0700E-3      -10.800      340.800     -215.36       145.860      -68.072        2.22330
     3.0700E-3      -10.500      340.820     -215.52       145.940      -68.100        2.22210
     3.0700E-3      -10.200      340.830     -215.67       146.020      -68.128        2.22090
     3.0700E-3       -9.9000     340.850     -215.82       146.100      -68.156        2.21970
     3.0700E-3       -9.6000     340.860     -215.96       146.170      -68.183        2.21840
     3.0700E-3       -9.3000     340.880     -216.10       146.240      -68.210        2.21710
     3.0700E-3       -9.0000     340.890     -216.23       146.300      -68.236        2.21580
     3.0700E-3       -8.7000     340.900     -216.35       146.360      -68.262        2.21450
     3.0700E-3       -8.4000     340.920     -216.47       146.410      -68.288        2.21310
     3.0700E-3       -8.1000     340.930     -216.58       146.460      -68.313        2.21170
     3.0700E-3       -7.8000     340.940     -216.69       146.500      -68.337        2.21030
     3.0700E-3       -7.5000     340.950     -216.78       146.540      -68.361        2.20890
     3.0700E-3       -7.2000     340.970     -216.88       146.580      -68.385        2.20740
     3.0700E-3       -6.9000     340.980     -216.97       146.610      -68.408        2.20590
     3.0700E-3       -6.6000     340.990     -217.05       146.630      -68.431        2.20440
     3.0700E-3       -6.3000     341.000     -217.12       146.650      -68.453        2.20290
     3.0700E-3       -6.0000     341.010     -217.19       146.670      -68.475        2.20130
     3.0700E-3       -5.7000     341.020     -217.26       146.680      -68.497        2.19980
     3.0700E-3       -5.4000     341.030     -217.32       146.680      -68.518        2.19810
     3.0700E-3       -5.1000     341.040     -217.37       146.690      -68.538        2.19650
     3.0700E-3       -4.8000     341.050     -217.41       146.680      -68.558        2.19490
     3.0700E-3       -4.5000     341.060     -217.46       146.680      -68.578        2.19320
     3.0700E-3       -4.2000     341.070     -217.49       146.660      -68.597        2.19150
     3.0700E-3       -3.9000     341.070     -217.52       146.650      -68.616        2.18970
     3.0700E-3       -3.6000     341.080     -217.54       146.630      -68.634        2.18800
     3.0700E-3       -3.3000     341.090     -217.56       146.600      -68.652        2.18620
     3.0700E-3       -3.0000     341.100     -217.57       146.570      -68.669        2.18440
     3.0700E-3       -2.7000     341.100     -217.57       146.530      -68.686        2.18260
     3.0700E-3       -2.4000     341.110     -217.57       146.490      -68.702        2.18080
     3.0700E-3       -2.1000     341.110     -217.56       146.450      -68.718        2.17890
     3.0700E-3       -1.8000     341.120     -217.55       146.400      -68.733        2.17700
     3.0700E-3       -1.5000     341.130     -217.53       146.350      -68.748        2.17510
     3.0700E-3       -1.2000     341.130     -217.50       146.290      -68.763        2.17310
     3.0700E-3       -0.9000     341.140     -217.47       146.220      -68.777        2.17120
     3.0700E-3       -0.6000     341.140     -217.44       146.160      -68.790        2.16920
     3.0700E-3       -0.3000     341.140     -217.39       146.080      -68.803        2.16720
     3.0700E-3   -1.3323E-15     341.150     -217.34       146.010      -68.816        2.16520
     3.0700E-3        0.30000    341.150     -217.29       145.930      -68.828        2.16310
     3.0700E-3        0.60000    341.150     -217.23       145.840      -68.839        2.16100
     3.0700E-3        0.90000    341.160     -217.16       145.750      -68.851        2.15890
     3.0700E-3        1.20000    341.160     -217.09       145.650      -68.861        2.15680
     3.0700E-3        1.50000    341.160     -217.01       145.550      -68.871        2.15470
     3.0700E-3        1.80000    341.160     -216.92       145.450      -68.881        2.15250
     3.0700E-3        2.10000    341.160     -216.83       145.340      -68.890        2.15030
     3.0700E-3        2.40000    341.160     -216.74       145.230      -68.899        2.14810
     3.0700E-3        2.70000    341.160     -216.63       145.110      -68.907        2.14590
     3.0700E-3        3.00000    341.160     -216.52       144.990      -68.915        2.14360
     3.0700E-3        3.30000    341.160     -216.41       144.860      -68.922        2.14130
     3.0700E-3        3.60000    341.160     -216.29       144.730      -68.928        2.13900
     3.0700E-3        3.90000    341.160     -216.16       144.590      -68.935        2.13670
     3.0700E-3        4.20000    341.160     -216.03       144.450      -68.940        2.13440
     3.0700E-3        4.50000    341.160     -215.89       144.300      -68.945        2.13200
     3.0700E-3        4.80000    341.160     -215.75       144.150      -68.950        2.12960
     3.0700E-3        5.10000    341.150     -215.60       144.000      -68.954        2.12720
     3.0700E-3        5.40000    341.150     -215.44       143.840      -68.958        2.12470
