    BEGIN:|U|  BEGIN:Ph(U)  BEGIN:TBeg  HX:HeatIn   HX:HeatIn     RPN:dT    RPN:ChngeM 
      m^3/s        deg          K           W           W           _           _      
         0f          0g          0c          1e         13e          9A         16A    
     6.9310E-3      -12.900      340.550     -470.86       328.200      -71.640        2.36480
     6.9310E-3      -12.750      340.560     -471.10       328.360      -71.663        2.36460
     6.9310E-3      -12.600      340.560     -471.33       328.520      -71.686        2.36450
     6.9310E-3      -12.450      340.570     -471.56       328.670      -71.709        2.36430
     6.9310E-3      -12.300      340.580     -471.79       328.830      -71.732        2.36420
     6.9310E-3      -12.150      340.590     -472.02       328.980      -71.755        2.36400
     6.9310E-3      -12.000      340.590     -472.24       329.130      -71.778        2.36390
     6.9310E-3      -11.850      340.600     -472.45       329.270      -71.800        2.36370
     6.9310E-3      -11.700      340.610     -472.67       329.410      -71.822        2.36350
     6.9310E-3      -11.550      340.610     -472.88       329.550      -71.845        2.36330
     6.9310E-3      -11.400      340.620     -473.09       329.690      -71.867        2.36310
     6.9310E-3      -11.250      340.630     -473.29       329.830      -71.889        2.36290
     6.9310E-3      -11.100      340.640     -473.49       329.960      -71.911        2.36270
     6.9310E-3      -10.950      340.640     -473.69       330.090      -71.933        2.36250
     6.9310E-3      -10.800      340.650     -473.88       330.220      -71.955        2.36230
     6.9310E-3      -10.650      340.650     -474.07       330.340      -71.976        2.36210
     6.9310E-3      -10.500      340.660     -474.26       330.470      -71.998        2.36190
     6.9310E-3      -10.350      340.670     -474.44       330.590      -72.019        2.36160
     6.9310E-3      -10.200      340.670     -474.63       330.700      -72.040        2.36140
     6.9310E-3      -10.050      340.680     -474.80       330.820      -72.062        2.36120
     6.9310E-3       -9.9000     340.690     -474.98       330.930      -72.083        2.36090
     6.9310E-3       -9.7500     340.690     -475.15       331.040      -72.104        2.36070
     6.9310E-3       -9.6000     340.700     -475.31       331.140      -72.124        2.36040
     6.9310E-3       -9.4500     340.700     -475.48       331.250      -72.145        2.36010
     6.9310E-3       -9.3000     340.710     -475.64       331.350      -72.166        2.35990
     6.9310E-3       -9.1500     340.710     -475.79       331.450      -72.186        2.35960
     6.9310E-3       -9.0000     340.720     -475.95       331.540      -72.207        2.35930
     6.9310E-3       -8.8500     340.730     -476.10       331.640      -72.227        2.35900
     6.9310E-3       -8.7000     340.730     -476.25       331.730      -72.247        2.35870
     6.9310E-3       -8.5500     340.740     -476.39       331.820      -72.267        2.35840
     6.9310E-3       -8.4000     340.740     -476.53       331.900      -72.287        2.35810
     6.9310E-3       -8.2500     340.750     -476.67       331.990      -72.307        2.35780
     6.9310E-3       -8.1000     340.750     -476.80       332.070      -72.327        2.35750
     6.9310E-3       -7.9500     340.760     -476.93       332.140      -72.346        2.35720
     6.9310E-3       -7.8000     340.760     -477.05       332.220      -72.366        2.35690
     6.9310E-3       -7.6500     340.770     -477.18       332.290      -72.385        2.35650
     6.9310E-3       -7.5000     340.770     -477.30       332.360      -72.404        2.35620
     6.9310E-3       -7.3500     340.780     -477.41       332.430      -72.424        2.35590
     6.9310E-3       -7.2000     340.780     -477.53       332.490      -72.443        2.35550
     6.9310E-3       -7.0500     340.780     -477.64       332.560      -72.462        2.35520
     6.9310E-3       -6.9000     340.790     -477.74       332.610      -72.480        2.35480
     6.9310E-3       -6.7500     340.790     -477.84       332.670      -72.499        2.35450
     6.9310E-3       -6.6000     340.800     -477.94       332.730      -72.518        2.35410
     6.9310E-3       -6.4500     340.800     -478.04       332.780      -72.536        2.35370
     6.9310E-3       -6.3000     340.800     -478.13       332.830      -72.554        2.35330
     6.9310E-3       -6.1500     340.810     -478.22       332.870      -72.573        2.35300
     6.9310E-3       -6.0000     340.810     -478.31       332.920      -72.591        2.35260
     6.9310E-3       -5.8500     340.820     -478.39       332.960      -72.609        2.35220
     6.9310E-3       -5.7000     340.820     -478.47       333.000      -72.627        2.35180
     6.9310E-3       -5.5500     340.820     -478.54       333.030      -72.644        2.35140
     6.9310E-3       -5.4000     340.830     -478.62       333.070      -72.662        2.35100
     6.9310E-3       -5.2500     340.830     -478.68       333.100      -72.680        2.35060
     6.9310E-3       -5.1000     340.830     -478.75       333.130      -72.697        2.35010
     6.9310E-3       -4.9500     340.840     -478.81       333.150      -72.714        2.34970
     6.9310E-3       -4.8000     340.840     -478.87       333.170      -72.731        2.34930
     6.9310E-3       -4.6500     340.840     -478.92       333.190      -72.749        2.34890
     6.9310E-3       -4.5000     340.840     -478.98       333.210      -72.765        2.34840
     6.9310E-3       -4.3500     340.850     -479.02       333.230      -72.782        2.34800
     6.9310E-3       -4.2000     340.850     -479.07       333.240      -72.799        2.34750
     6.9310E-3       -4.0500     340.850     -479.11       333.250      -72.816        2.34710
     6.9310E-3       -3.9000     340.850     -479.15       333.260      -72.832        2.34660
     6.9310E-3       -3.7500     340.860     -479.18       333.260      -72.849        2.34620
     6.9310E-3       -3.6000     340.860     -479.21       333.260      -72.865        2.34570
     6.9310E-3       -3.4500     340.860     -479.24       333.260      -72.881        2.34520
     6.9310E-3       -3.3000     340.860     -479.27       333.260      -72.897        2.34480
     6.9310E-3       -3.1500     340.870     -479.29       333.250      -72.913        2.34430
     6.9310E-3       -3.0000     340.870     -479.30       333.240      -72.929        2.34380
     6.9310E-3       -2.8500     340.870     -479.32       333.230      -72.944        2.34330
     6.9310E-3       -2.7000     340.870     -479.33       333.220      -72.960        2.34280
     6.9310E-3       -2.5500     340.870     -479.34       333.200      -72.975        2.34230
     6.9310E-3       -2.4000     340.870     -479.34       333.180      -72.991        2.34180
     6.9310E-3       -2.2500     340.880     -479.34       333.160      -73.006        2.34130
     6.9310E-3       -2.1000     340.880     -479.34       333.140      -73.021        2.34080
     6.9310E-3       -1.9500     340.880     -479.33       333.110      -73.036        2.34030
     6.9310E-3       -1.8000     340.880     -479.32       333.080      -73.051        2.33970
     6.9310E-3       -1.6500     340.880     -479.31       333.050      -73.065        2.33920
     6.9310E-3       -1.5000     340.880     -479.29       333.020      -73.080        2.33870
     6.9310E-3       -1.3500     340.880     -479.27       332.980      -73.094        2.33810
     6.9310E-3       -1.2000     340.880     -479.25       332.940      -73.109        2.33760
     6.9310E-3       -1.0500     340.880     -479.22       332.900      -73.123        2.33700
     6.9310E-3       -0.9000     340.880     -479.19       332.850      -73.137        2.33650
     6.9310E-3       -0.7500     340.880     -479.16       332.810      -73.151        2.33590
     6.9310E-3       -0.6000     340.890     -479.12       332.760      -73.165        2.33540
     6.9310E-3       -0.4500     340.890     -479.08       332.700      -73.179        2.33480
     6.9310E-3       -0.3000     340.890     -479.03       332.650      -73.193        2.33420
     6.9310E-3       -0.1500     340.890     -478.99       332.590      -73.206        2.33370
     6.9310E-3   -6.6613E-16     340.890     -478.94       332.530      -73.220        2.33310
     6.9310E-3        0.15000    340.890     -478.88       332.470      -73.233        2.33250
     6.9310E-3        0.30000    340.890     -478.82       332.400      -73.246        2.33190
     6.9310E-3        0.45000    340.890     -478.76       332.330      -73.259        2.33130
*1   6.9310E-3        0.60000    340.890     -478.70       332.260      -73.272        2.33070
*1   6.9310E-3        0.75000    340.880     -478.63       332.190      -73.285        2.33010
     6.9310E-3        0.90000    340.880     -478.56       332.110      -73.298        2.32950
     6.9310E-3        1.05000    340.880     -478.48       332.030      -73.310        2.32890
     6.9310E-3        1.20000    340.880     -478.41       331.950      -73.323        2.32830
     6.9310E-3        1.35000    340.880     -478.32       331.870      -73.335        2.32760
     6.9310E-3        1.50000    340.880     -478.24       331.780      -73.347        2.32700
     6.9310E-3        1.65000    340.880     -478.15       331.690      -73.359        2.32640
     6.9310E-3        1.80000    340.880     -478.06       331.600      -73.371        2.32580
     6.9310E-3        1.95000    340.880     -477.96       331.510      -73.383        2.32510
     6.9310E-3        2.10000    340.880     -477.86       331.410      -73.395        2.32450
     6.9310E-3        2.25000    340.880     -477.76       331.310      -73.406        2.32380
     6.9310E-3        2.40000    340.870     -477.66       331.210      -73.418        2.32320
     6.9310E-3        2.55000    340.870     -477.55       331.110      -73.429        2.32250
     6.9310E-3        2.70000    340.870     -477.44       331.000      -73.440        2.32180
     6.9310E-3        2.85000    340.870     -477.32       330.890      -73.452        2.32120
     6.9310E-3        3.00000    340.870     -477.20       330.780      -73.463        2.32050
     6.9310E-3        3.15000    340.870     -477.08       330.660      -73.473        2.31980
     6.9310E-3        3.30000    340.860     -476.95       330.550      -73.484        2.31910
     6.9310E-3        3.45000    340.860     -476.82       330.430      -73.495        2.31850
     6.9310E-3        3.60000    340.860     -476.69       330.300      -73.505        2.31780
     6.9310E-3        3.75000    340.860     -476.55       330.180      -73.516        2.31710
     6.9310E-3        3.90000    340.850     -476.41       330.050      -73.526        2.31640
     6.9310E-3        4.05000    340.850     -476.27       329.920      -73.536        2.31570
     6.9310E-3        4.20000    340.850     -476.12       329.790      -73.546        2.31500
     6.9310E-3        4.35000    340.850     -475.97       329.650      -73.556        2.31430
     6.9310E-3        4.50000    340.840     -475.82       329.510      -73.566        2.31350
     6.9310E-3        4.65000    340.840     -475.66       329.370      -73.576        2.31280
     6.9310E-3        4.80000    340.840     -475.50       329.230      -73.585        2.31210
     6.9310E-3        4.95000    340.840     -475.34       329.090      -73.595        2.31140
     6.9310E-3        5.10000    340.830     -475.17       328.940      -73.604        2.31060
     6.9310E-3        5.25000    340.830     -475.00       328.790      -73.613        2.30990
     6.9310E-3        5.40000    340.830     -474.83       328.630      -73.622        2.30910
     6.9310E-3        5.55000    340.820     -474.65       328.480      -73.631        2.30840
     6.9310E-3        5.70000    340.820     -474.47       328.320      -73.640        2.30760
     6.9310E-3        5.85000    340.820     -474.29       328.160      -73.648        2.30690
     6.9310E-3        6.00000    340.810     -474.10       328.000      -73.657        2.30610
     6.9310E-3        6.15000    340.810     -473.91       327.830      -73.665        2.30540
     6.9310E-3        6.30000    340.800     -473.72       327.660      -73.674        2.30460
     6.9310E-3        6.45000    340.800     -473.52       327.490      -73.682        2.30380
     6.9310E-3        6.60000    340.800     -473.32       327.320      -73.690        2.30300
     6.9310E-3        6.75000    340.790     -473.11       327.140      -73.698        2.30220
     6.9310E-3        6.90000    340.790     -472.91       326.960      -73.706        2.30140
     6.9310E-3        7.05000    340.780     -472.70       326.780      -73.713        2.30070
     6.9310E-3        7.20000    340.780     -472.48       326.600      -73.721        2.29990
     6.9310E-3        7.35000    340.780     -472.26       326.410      -73.728        2.29910
     6.9310E-3        7.50000    340.770     -472.04       326.220      -73.736        2.29820
     6.9310E-3        7.65000    340.770     -471.82       326.030      -73.743        2.29740
     6.9310E-3        7.80000    340.760     -471.59       325.840      -73.750        2.29660
     6.9310E-3        7.95000    340.760     -471.36       325.640      -73.757        2.29580
     6.9310E-3        8.10000    340.750     -471.12       325.440      -73.764        2.29500
     6.9310E-3        8.25000    340.750     -470.89       325.240      -73.770        2.29410
     6.9310E-3        8.40000    340.740     -470.64       325.030      -73.777        2.29330
     6.9310E-3        8.55000    340.740     -470.40       324.830      -73.783        2.29250
     6.9310E-3        8.70000    340.730     -470.15       324.620      -73.790        2.29160
     6.9310E-3        8.85000    340.730     -469.90       324.410      -73.796        2.29080
     6.9310E-3        9.00000    340.720     -469.64       324.190      -73.802        2.28990
     6.9310E-3        9.15000    340.710     -469.39       323.980      -73.808        2.28900
     6.9310E-3        9.30000    340.710     -469.12       323.760      -73.814        2.28820
     6.9310E-3        9.45000    340.700     -468.86       323.530      -73.819        2.28730
     6.9310E-3        9.60000    340.700     -468.59       323.310      -73.825        2.28640
     6.9310E-3        9.75000    340.690     -468.32       323.080      -73.830        2.28560
     6.9310E-3        9.90000    340.680     -468.04       322.850      -73.836        2.28470
     6.9310E-3       10.0500     340.680     -467.77       322.620      -73.841        2.28380
     6.9310E-3       10.2000     340.670     -467.48       322.390      -73.846        2.28290
     6.9310E-3       10.3500     340.670     -467.20       322.150      -73.851        2.28200
     6.9310E-3       10.5000     340.660     -466.91       321.910      -73.856        2.28110
     6.9310E-3       10.6500     340.650     -466.62       321.670      -73.860        2.28020
     6.9310E-3       10.8000     340.650     -466.32       321.430      -73.865        2.27930
     6.9310E-3       10.9500     340.640     -466.02       321.180      -73.869        2.27840
     6.9310E-3       11.1000     340.630     -465.72       320.930      -73.874        2.27750
     6.9310E-3       11.2500     340.630     -465.42       320.680      -73.878        2.27650
     6.9310E-3       11.4000     340.620     -465.11       320.420      -73.882        2.27560
     6.9310E-3       11.5500     340.610     -464.80       320.170      -73.886        2.27470
     6.9310E-3       11.7000     340.600     -464.48       319.910      -73.890        2.27370
     6.9310E-3       11.8500     340.600     -464.16       319.650      -73.893        2.27280
     6.9310E-3       12.0000     340.590     -463.84       319.380      -73.897        2.27180
     6.9310E-3       12.1500     340.580     -463.52       319.110      -73.900        2.27090
     6.9310E-3       12.3000     340.570     -463.19       318.840      -73.904        2.26990
     6.9310E-3       12.4500     340.570     -462.86       318.570      -73.907        2.26890
     6.9310E-3       12.6000     340.560     -462.52       318.300      -73.910        2.26800
     6.9310E-3       12.7500     340.550     -462.18       318.020      -73.913        2.26700
     6.9310E-3       12.9000     340.540     -461.84       317.740      -73.915        2.26600
     6.9310E-3       13.0500     340.540     -461.49       317.460      -73.918        2.26500
     6.9310E-3       13.2000     340.530     -461.15       317.180      -73.921        2.26410
     6.9310E-3       13.3500     340.520     -460.79       316.890      -73.923        2.26310
     6.9310E-3       13.5000     340.510     -460.44       316.600      -73.925        2.26210
     6.9310E-3       13.6500     340.500     -460.08       316.310      -73.927        2.26110
     6.9310E-3       13.8000     340.490     -459.72       316.010      -73.929        2.26000
     6.9310E-3       13.9500     340.490     -459.35       315.720      -73.931        2.25900
     6.9310E-3       14.1000     340.480     -458.98       315.420      -73.933        2.25800
     6.9310E-3       14.2500     340.470     -458.61       315.120      -73.935        2.25700
     6.9310E-3       14.4000     340.460     -458.24       314.810      -73.936        2.25600
     6.9310E-3       14.5500     340.450     -457.86       314.510      -73.938        2.25490
     6.9310E-3       14.7000     340.440     -457.48       314.200      -73.939        2.25390
     6.9310E-3       14.8500     340.430     -457.09       313.890      -73.940        2.25280
     6.9310E-3       15.0000     340.420     -456.71       313.570      -73.941        2.25180
     6.9805E-3       15.0000     340.420     -459.89       315.750      -73.980        2.25120
     6.9805E-3       14.8500     340.430     -460.28       316.070      -73.979        2.25230
     6.9805E-3       14.7000     340.440     -460.66       316.380      -73.978        2.25330
     6.9805E-3       14.5500     340.450     -461.05       316.690      -73.977        2.25430
     6.9805E-3       14.4000     340.460     -461.43       317.000      -73.975        2.25540
     6.9805E-3       14.2500     340.460     -461.81       317.300      -73.974        2.25640
     6.9805E-3       14.1000     340.470     -462.18       317.610      -73.972        2.25740
     6.9805E-3       13.9500     340.480     -462.55       317.910      -73.970        2.25840
     6.9805E-3       13.8000     340.490     -462.92       318.210      -73.969        2.25940
     6.9805E-3       13.6500     340.500     -463.28       318.500      -73.966        2.26040
     6.9805E-3       13.5000     340.510     -463.64       318.800      -73.964        2.26140
     6.9805E-3       13.3500     340.520     -464.00       319.090      -73.962        2.26240
     6.9805E-3       13.2000     340.520     -464.36       319.380      -73.959        2.26340
     6.9805E-3       13.0500     340.530     -464.71       319.660      -73.957        2.26440
     6.9805E-3       12.9000     340.540     -465.06       319.940      -73.954        2.26540
     6.9805E-3       12.7500     340.550     -465.40       320.230      -73.951        2.26630
     6.9805E-3       12.6000     340.560     -465.74       320.500      -73.948        2.26730
     6.9805E-3       12.4500     340.560     -466.08       320.780      -73.945        2.26830
     6.9805E-3       12.3000     340.570     -466.41       321.050      -73.942        2.26920
     6.9805E-3       12.1500     340.580     -466.74       321.320      -73.939        2.27020
     6.9805E-3       12.0000     340.590     -467.07       321.590      -73.935        2.27110
     6.9805E-3       11.8500     340.590     -467.40       321.860      -73.932        2.27210
     6.9805E-3       11.7000     340.600     -467.72       322.120      -73.928        2.27300
     6.9805E-3       11.5500     340.610     -468.03       322.380      -73.924        2.27390
     6.9805E-3       11.4000     340.620     -468.35       322.640      -73.920        2.27490
     6.9805E-3       11.2500     340.620     -468.66       322.900      -73.916        2.27580
     6.9805E-3       11.1000     340.630     -468.97       323.150      -73.912        2.27670
     6.9805E-3       10.9500     340.640     -469.27       323.400      -73.907        2.27760
     6.9805E-3       10.8000     340.640     -469.57       323.650      -73.903        2.27850
     6.9805E-3       10.6500     340.650     -469.87       323.900      -73.898        2.27940
     6.9805E-3       10.5000     340.660     -470.16       324.140      -73.894        2.28030
     6.9805E-3       10.3500     340.660     -470.45       324.380      -73.889        2.28120
     6.9805E-3       10.2000     340.670     -470.74       324.620      -73.884        2.28210
     6.9805E-3       10.0500     340.680     -471.02       324.850      -73.879        2.28300
     6.9805E-3        9.90000    340.680     -471.30       325.090      -73.873        2.28390
     6.9805E-3        9.75000    340.690     -471.58       325.320      -73.868        2.28470
     6.9805E-3        9.60000    340.690     -471.85       325.540      -73.863        2.28560
     6.9805E-3        9.45000    340.700     -472.12       325.770      -73.857        2.28650
     6.9805E-3        9.30000    340.710     -472.39       325.990      -73.851        2.28730
     6.9805E-3        9.15000    340.710     -472.65       326.210      -73.845        2.28820
     6.9805E-3        9.00000    340.720     -472.91       326.430      -73.839        2.28900
     6.9805E-3        8.85000    340.720     -473.17       326.650      -73.833        2.28990
     6.9805E-3        8.70000    340.730     -473.42       326.860      -73.827        2.29070
     6.9805E-3        8.55000    340.730     -473.67       327.070      -73.821        2.29160
     6.9805E-3        8.40000    340.740     -473.92       327.280      -73.814        2.29240
     6.9805E-3        8.25000    340.740     -474.16       327.480      -73.808        2.29320
     6.9805E-3        8.10000    340.750     -474.40       327.690      -73.801        2.29410
     6.9805E-3        7.95000    340.750     -474.64       327.890      -73.794        2.29490
     6.9805E-3        7.80000    340.760     -474.87       328.080      -73.787        2.29570
     6.9805E-3        7.65000    340.760     -475.10       328.280      -73.780        2.29650
     6.9805E-3        7.50000    340.770     -475.33       328.470      -73.773        2.29730
     6.9805E-3        7.35000    340.770     -475.55       328.660      -73.765        2.29810
     6.9805E-3        7.20000    340.780     -475.77       328.850      -73.758        2.29890
     6.9805E-3        7.05000    340.780     -475.99       329.030      -73.750        2.29970
     6.9805E-3        6.90000    340.790     -476.20       329.220      -73.742        2.30050
     6.9805E-3        6.75000    340.790     -476.41       329.390      -73.735        2.30130
     6.9805E-3        6.60000    340.790     -476.61       329.570      -73.727        2.30200
     6.9805E-3        6.45000    340.800     -476.82       329.750      -73.718        2.30280
     6.9805E-3        6.30000    340.800     -477.01       329.920      -73.710        2.30360
     6.9805E-3        6.15000    340.810     -477.21       330.090      -73.702        2.30440
     6.9805E-3        6.00000    340.810     -477.40       330.250      -73.693        2.30510
     6.9805E-3        5.85000    340.810     -477.59       330.420      -73.685        2.30590
     6.9805E-3        5.70000    340.820     -477.78       330.580      -73.676        2.30660
     6.9805E-3        5.55000    340.820     -477.96       330.740      -73.667        2.30740
     6.9805E-3        5.40000    340.820     -478.14       330.900      -73.658        2.30810
     6.9805E-3        5.25000    340.830     -478.31       331.050      -73.649        2.30880
     6.9805E-3        5.10000    340.830     -478.48       331.200      -73.640        2.30960
     6.9805E-3        4.95000    340.830     -478.65       331.350      -73.631        2.31030
     6.9805E-3        4.80000    340.840     -478.81       331.500      -73.621        2.31100
     6.9805E-3        4.65000    340.840     -478.98       331.640      -73.611        2.31170
     6.9805E-3        4.50000    340.840     -479.13       331.780      -73.602        2.31250
     6.9805E-3        4.35000    340.840     -479.29       331.920      -73.592        2.31320
     6.9805E-3        4.20000    340.850     -479.44       332.060      -73.582        2.31390
     6.9805E-3        4.05000    340.850     -479.59       332.190      -73.572        2.31460
     6.9805E-3        3.90000    340.850     -479.73       332.320      -73.562        2.31530
     6.9805E-3        3.75000    340.850     -479.87       332.450      -73.551        2.31600
     6.9805E-3        3.60000    340.860     -480.01       332.570      -73.541        2.31670
     6.9805E-3        3.45000    340.860     -480.14       332.700      -73.530        2.31730
     6.9805E-3        3.30000    340.860     -480.27       332.820      -73.520        2.31800
     6.9805E-3        3.15000    340.860     -480.40       332.930      -73.509        2.31870
     6.9805E-3        3.00000    340.870     -480.52       333.050      -73.498        2.31940
     6.9805E-3        2.85000    340.870     -480.64       333.160      -73.487        2.32000
     6.9805E-3        2.70000    340.870     -480.76       333.270      -73.476        2.32070
     6.9805E-3        2.55000    340.870     -480.87       333.380      -73.464        2.32130
     6.9805E-3        2.40000    340.870     -480.98       333.480      -73.453        2.32200
     6.9805E-3        2.25000    340.870     -481.09       333.590      -73.441        2.32260
     6.9805E-3        2.10000    340.870     -481.19       333.690      -73.430        2.32330
     6.9805E-3        1.95000    340.880     -481.29       333.780      -73.418        2.32390
     6.9805E-3        1.80000    340.880     -481.39       333.880      -73.406        2.32450
     6.9805E-3        1.65000    340.880     -481.48       333.970      -73.394        2.32520
     6.9805E-3        1.50000    340.880     -481.57       334.060      -73.382        2.32580
     6.9805E-3        1.35000    340.880     -481.65       334.140      -73.370        2.32640
     6.9805E-3        1.20000    340.880     -481.73       334.230      -73.357        2.32700
     6.9805E-3        1.05000    340.880     -481.81       334.310      -73.345        2.32760
     6.9805E-3        0.90000    340.880     -481.89       334.390      -73.332        2.32820
     6.9805E-3        0.75000    340.880     -481.96       334.470      -73.319        2.32890
     6.9805E-3        0.60000    340.880     -482.03       334.540      -73.306        2.32940
     6.9805E-3        0.45000    340.880     -482.09       334.610      -73.293        2.33000
*1   6.9805E-3        0.30000    340.880     -482.16       334.680      -73.280        2.33060
     6.9805E-3        0.15000    340.880     -482.21       334.740      -73.267        2.33120
     6.9805E-3   -1.1102E-15     340.880     -482.27       334.810      -73.254        2.33180
     6.9805E-3       -0.1500     340.880     -482.32       334.870      -73.240        2.33240
     6.9805E-3       -0.3000     340.880     -482.37       334.930      -73.227        2.33290
     6.9805E-3       -0.4500     340.880     -482.41       334.980      -73.213        2.33350
     6.9805E-3       -0.6000     340.880     -482.45       335.030      -73.199        2.33400
     6.9805E-3       -0.7500     340.880     -482.49       335.080      -73.185        2.33460
     6.9805E-3       -0.9000     340.880     -482.52       335.130      -73.171        2.33520
     6.9805E-3       -1.0500     340.880     -482.55       335.180      -73.157        2.33570
     6.9805E-3       -1.2000     340.880     -482.58       335.220      -73.143        2.33620
     6.9805E-3       -1.3500     340.880     -482.60       335.260      -73.128        2.33680
     6.9805E-3       -1.5000     340.880     -482.63       335.290      -73.114        2.33730
     6.9805E-3       -1.6500     340.880     -482.64       335.330      -73.099        2.33780
     6.9805E-3       -1.8000     340.880     -482.66       335.360      -73.084        2.33840
     6.9805E-3       -1.9500     340.880     -482.67       335.390      -73.069        2.33890
     6.9805E-3       -2.1000     340.870     -482.67       335.420      -73.054        2.33940
     6.9805E-3       -2.2500     340.870     -482.67       335.440      -73.039        2.33990
     6.9805E-3       -2.4000     340.870     -482.67       335.460      -73.024        2.34040
     6.9805E-3       -2.5500     340.870     -482.67       335.480      -73.009        2.34090
     6.9805E-3       -2.7000     340.870     -482.66       335.500      -72.993        2.34140
     6.9805E-3       -2.8500     340.870     -482.65       335.510      -72.978        2.34190
     6.9805E-3       -3.0000     340.870     -482.64       335.520      -72.962        2.34240
     6.9805E-3       -3.1500     340.860     -482.62       335.530      -72.946        2.34280
     6.9805E-3       -3.3000     340.860     -482.60       335.530      -72.930        2.34330
     6.9805E-3       -3.4500     340.860     -482.57       335.540      -72.914        2.34380
     6.9805E-3       -3.6000     340.860     -482.55       335.540      -72.898        2.34420
     6.9805E-3       -3.7500     340.850     -482.51       335.530      -72.881        2.34470
     6.9805E-3       -3.9000     340.850     -482.48       335.530      -72.865        2.34520
     6.9805E-3       -4.0500     340.850     -482.44       335.520      -72.848        2.34560
     6.9805E-3       -4.2000     340.850     -482.40       335.510      -72.832        2.34610
     6.9805E-3       -4.3500     340.840     -482.35       335.500      -72.815        2.34650
     6.9805E-3       -4.5000     340.840     -482.31       335.480      -72.798        2.34690
     6.9805E-3       -4.6500     340.840     -482.25       335.460      -72.781        2.34740
     6.9805E-3       -4.8000     340.840     -482.20       335.440      -72.764        2.34780
     6.9805E-3       -4.9500     340.830     -482.14       335.420      -72.747        2.34820
     6.9805E-3       -5.1000     340.830     -482.08       335.390      -72.729        2.34860
     6.9805E-3       -5.2500     340.830     -482.01       335.370      -72.712        2.34900
     6.9805E-3       -5.4000     340.820     -481.94       335.330      -72.694        2.34940
     6.9805E-3       -5.5500     340.820     -481.87       335.300      -72.677        2.34980
     6.9805E-3       -5.7000     340.820     -481.79       335.260      -72.659        2.35020
     6.9805E-3       -5.8500     340.810     -481.71       335.220      -72.641        2.35060
     6.9805E-3       -6.0000     340.810     -481.63       335.180      -72.623        2.35100
     6.9805E-3       -6.1500     340.810     -481.54       335.140      -72.605        2.35140
     6.9805E-3       -6.3000     340.800     -481.46       335.090      -72.586        2.35180
     6.9805E-3       -6.4500     340.800     -481.36       335.040      -72.568        2.35210
     6.9805E-3       -6.6000     340.790     -481.27       334.990      -72.549        2.35250
     6.9805E-3       -6.7500     340.790     -481.17       334.930      -72.531        2.35280
     6.9805E-3       -6.9000     340.790     -481.06       334.880      -72.512        2.35320
     6.9805E-3       -7.0500     340.780     -480.95       334.820      -72.493        2.35360
     6.9805E-3       -7.2000     340.780     -480.84       334.750      -72.474        2.35390
     6.9805E-3       -7.3500     340.770     -480.73       334.690      -72.455        2.35420
     6.9805E-3       -7.5000     340.770     -480.61       334.620      -72.436        2.35460
     6.9805E-3       -7.6500     340.760     -480.49       334.550      -72.417        2.35490
     6.9805E-3       -7.8000     340.760     -480.37       334.480      -72.397        2.35520
     6.9805E-3       -7.9500     340.750     -480.24       334.400      -72.378        2.35550
     6.9805E-3       -8.1000     340.750     -480.11       334.320      -72.358        2.35580
     6.9805E-3       -8.2500     340.740     -479.98       334.240      -72.338        2.35620
     6.9805E-3       -8.4000     340.740     -479.84       334.160      -72.318        2.35650
     6.9805E-3       -8.5500     340.730     -479.70       334.070      -72.298        2.35670
     6.9805E-3       -8.7000     340.730     -479.55       333.980      -72.278        2.35700
     6.9805E-3       -8.8500     340.720     -479.41       333.890      -72.258        2.35730
     6.9805E-3       -9.0000     340.720     -479.25       333.790      -72.238        2.35760
     6.9805E-3       -9.1500     340.710     -479.10       333.700      -72.217        2.35790
     6.9805E-3       -9.3000     340.710     -478.94       333.600      -72.197        2.35810
     6.9805E-3       -9.4500     340.700     -478.78       333.490      -72.176        2.35840
     6.9805E-3       -9.6000     340.700     -478.61       333.390      -72.155        2.35870
     6.9805E-3       -9.7500     340.690     -478.45       333.280      -72.134        2.35890
     6.9805E-3       -9.9000     340.680     -478.27       333.170      -72.113        2.35920
     6.9805E-3      -10.050      340.680     -478.10       333.060      -72.092        2.35940
     6.9805E-3      -10.200      340.670     -477.92       332.940      -72.071        2.35960
     6.9805E-3      -10.350      340.670     -477.74       332.820      -72.049        2.35990
     6.9805E-3      -10.500      340.660     -477.55       332.700      -72.028        2.36010
     6.9805E-3      -10.650      340.650     -477.36       332.580      -72.006        2.36030
     6.9805E-3      -10.800      340.650     -477.17       332.450      -71.985        2.36050
     6.9805E-3      -10.950      340.640     -476.98       332.330      -71.963        2.36070
     6.9805E-3      -11.100      340.630     -476.78       332.190      -71.941        2.36090
     6.9805E-3      -11.250      340.630     -476.58       332.060      -71.919        2.36110
     6.9805E-3      -11.400      340.620     -476.37       331.920      -71.897        2.36130
     6.9805E-3      -11.550      340.610     -476.16       331.780      -71.875        2.36150
     6.9805E-3      -11.700      340.610     -475.95       331.640      -71.852        2.36170
     6.9805E-3      -11.850      340.600     -475.73       331.500      -71.830        2.36180
     6.9805E-3      -12.000      340.590     -475.51       331.350      -71.807        2.36200
     6.9805E-3      -12.150      340.580     -475.29       331.200      -71.785        2.36220
     6.9805E-3      -12.300      340.580     -475.06       331.050      -71.762        2.36230
     6.9805E-3      -12.450      340.570     -474.84       330.890      -71.739        2.36250
