    BEGIN:|U|  BEGIN:Ph(U)  BEGIN:TBeg  HX:HeatIn   HX:HeatIn     RPN:dT    RPN:ChngeM 
      m^3/s        deg          K           W           W           _           _      
         0f          0g          0c          1e         13e          9A         16A    
     2.9215E-3        3.90000    341.180     -206.08       137.100      -68.682        2.10700
     2.9215E-3        3.75000    341.180     -206.14       137.170      -68.679        2.10810
     2.9215E-3        3.60000    341.180     -206.20       137.240      -68.676        2.10930
     2.9215E-3        3.45000    341.180     -206.26       137.300      -68.673        2.11050
     2.9215E-3        3.30000    341.180     -206.32       137.360      -68.670        2.11160
     2.9215E-3        3.15000    341.180     -206.37       137.420      -68.667        2.11280
     2.9215E-3        3.00000    341.180     -206.42       137.480      -68.663        2.11390
     2.9215E-3        2.85000    341.180     -206.48       137.540      -68.660        2.11510
     2.9215E-3        2.70000    341.180     -206.53       137.600      -68.656        2.11620
     2.9215E-3        2.55000    341.180     -206.58       137.660      -68.652        2.11730
     2.9215E-3        2.40000    341.180     -206.63       137.720      -68.648        2.11850
     2.9215E-3        2.25000    341.180     -206.67       137.770      -68.644        2.11960
     2.9215E-3        2.10000    341.180     -206.72       137.820      -68.640        2.12070
     2.9215E-3        1.95000    341.180     -206.76       137.880      -68.636        2.12180
     2.9215E-3        1.80000    341.180     -206.81       137.930      -68.632        2.12290
     2.9215E-3        1.65000    341.180     -206.85       137.980      -68.627        2.12400
     2.9215E-3        1.50000    341.180     -206.89       138.030      -68.623        2.12510
     2.9215E-3        1.35000    341.180     -206.92       138.080      -68.618        2.12620
     2.9215E-3        1.20000    341.170     -206.96       138.130      -68.613        2.12730
     2.9215E-3        1.05000    341.170     -207.00       138.170      -68.608        2.12830
     2.9215E-3        0.90000    341.170     -207.03       138.220      -68.603        2.12940
     2.9215E-3        0.75000    341.170     -207.06       138.260      -68.598        2.13050
     2.9215E-3        0.60000    341.170     -207.09       138.310      -68.592        2.13150
     2.9215E-3        0.45000    341.170     -207.12       138.350      -68.587        2.13260
     2.9215E-3        0.30000    341.170     -207.15       138.390      -68.581        2.13360
     2.9215E-3        0.15000    341.160     -207.18       138.430      -68.576        2.13460
     2.9215E-3   -1.1102E-15     341.160     -207.21       138.470      -68.570        2.13570
     2.9215E-3       -0.1500     341.160     -207.23       138.510      -68.564        2.13670
     2.9215E-3       -0.3000     341.160     -207.25       138.540      -68.558        2.13770
     2.9215E-3       -0.4500     341.160     -207.27       138.580      -68.552        2.13870
     2.9215E-3       -0.6000     341.150     -207.29       138.610      -68.545        2.13970
     2.9215E-3       -0.7500     341.150     -207.31       138.640      -68.539        2.14070
     2.9215E-3       -0.9000     341.150     -207.33       138.680      -68.532        2.14170
     2.9215E-3       -1.0500     341.150     -207.35       138.710      -68.526        2.14270
     2.9215E-3       -1.2000     341.140     -207.36       138.740      -68.519        2.14370
     2.9215E-3       -1.3500     341.140     -207.37       138.770      -68.512        2.14470
     2.9215E-3       -1.5000     341.140     -207.38       138.800      -68.505        2.14570
     2.9215E-3       -1.6500     341.140     -207.39       138.820      -68.498        2.14660
     2.9215E-3       -1.8000     341.130     -207.40       138.850      -68.491        2.14760
     2.9215E-3       -1.9500     341.130     -207.41       138.870      -68.483        2.14860
     2.9215E-3       -2.1000     341.130     -207.42       138.900      -68.476        2.14950
     2.9215E-3       -2.2500     341.120     -207.42       138.920      -68.468        2.15040
     2.9215E-3       -2.4000     341.120     -207.42       138.940      -68.460        2.15140
     2.9215E-3       -2.5500     341.120     -207.42       138.960      -68.453        2.15230
     2.9215E-3       -2.7000     341.110     -207.43       138.980      -68.445        2.15320
     2.9215E-3       -2.8500     341.110     -207.42       139.000      -68.437        2.15420
     2.9215E-3       -3.0000     341.110     -207.42       139.010      -68.428        2.15510
     2.9215E-3       -3.1500     341.100     -207.42       139.030      -68.420        2.15600
     2.9215E-3       -3.3000     341.100     -207.41       139.040      -68.412        2.15690
     2.9215E-3       -3.4500     341.100     -207.40       139.060      -68.403        2.15780
     2.9215E-3       -3.6000     341.090     -207.40       139.070      -68.395        2.15870
     2.9215E-3       -3.7500     341.090     -207.39       139.080      -68.386        2.15950
     2.9215E-3       -3.9000     341.080     -207.38       139.090      -68.377        2.16040
     2.9215E-3       -4.0500     341.080     -207.36       139.100      -68.368        2.16130
     2.9215E-3       -4.2000     341.080     -207.35       139.110      -68.359        2.16220
     2.9215E-3       -4.3500     341.070     -207.33       139.110      -68.350        2.16300
     2.9215E-3       -4.5000     341.070     -207.32       139.120      -68.340        2.16390
     2.9215E-3       -4.6500     341.060     -207.30       139.130      -68.331        2.16470
     2.9215E-3       -4.8000     341.060     -207.28       139.130      -68.321        2.16560
     2.9215E-3       -4.9500     341.050     -207.26       139.130      -68.312        2.16640
     2.9215E-3       -5.1000     341.050     -207.23       139.130      -68.302        2.16720
     2.9215E-3       -5.2500     341.040     -207.21       139.130      -68.292        2.16800
     2.9215E-3       -5.4000     341.040     -207.19       139.130      -68.282        2.16890
     2.9215E-3       -5.5500     341.030     -207.16       139.130      -68.272        2.16970
     2.9215E-3       -5.7000     341.030     -207.13       139.130      -68.261        2.17050
     2.9215E-3       -5.8500     341.020     -207.10       139.120      -68.251        2.17130
     2.9215E-3       -6.0000     341.020     -207.07       139.120      -68.241        2.17210
     2.9215E-3       -6.1500     341.010     -207.04       139.110      -68.230        2.17280
     2.9215E-3       -6.3000     341.010     -207.00       139.100      -68.219        2.17360
     2.9215E-3       -6.4500     341.000     -206.97       139.100      -68.209        2.17440
     2.9215E-3       -6.6000     341.000     -206.93       139.090      -68.198        2.17520
     2.9215E-3       -6.7500     340.990     -206.89       139.080      -68.187        2.17590
     2.9215E-3       -6.9000     340.990     -206.85       139.060      -68.175        2.17670
     2.9215E-3       -7.0500     340.980     -206.81       139.050      -68.164        2.17740
     2.9215E-3       -7.2000     340.970     -206.77       139.040      -68.153        2.17820
     2.9215E-3       -7.3500     340.970     -206.73       139.020      -68.141        2.17890
     2.9215E-3       -7.5000     340.960     -206.68       139.000      -68.130        2.17960
     2.9215E-3       -7.6500     340.960     -206.64       138.990      -68.118        2.18030
     2.9215E-3       -7.8000     340.950     -206.59       138.970      -68.106        2.18110
     2.9215E-3       -7.9500     340.940     -206.54       138.950      -68.094        2.18180
     2.9215E-3       -8.1000     340.940     -206.49       138.930      -68.082        2.18250
     2.9215E-3       -8.2500     340.930     -206.44       138.910      -68.070        2.18320
     2.9215E-3       -8.4000     340.920     -206.38       138.880      -68.058        2.18390
     2.9215E-3       -8.5500     340.920     -206.33       138.860      -68.046        2.18450
     2.9215E-3       -8.7000     340.910     -206.27       138.830      -68.033        2.18520
     2.9215E-3       -8.8500     340.900     -206.21       138.810      -68.021        2.18590
     2.9215E-3       -9.0000     340.900     -206.15       138.780      -68.008        2.18660
     2.9215E-3       -9.1500     340.890     -206.09       138.750      -67.995        2.18720
     2.9215E-3       -9.3000     340.880     -206.03       138.720      -67.982        2.18790
     2.9215E-3       -9.4500     340.870     -205.97       138.690      -67.969        2.18850
     2.9215E-3       -9.6000     340.870     -205.90       138.660      -67.956        2.18910
     2.9215E-3       -9.7500     340.860     -205.84       138.630      -67.943        2.18980
     2.9215E-3       -9.9000     340.850     -205.77       138.590      -67.929        2.19040
     2.9215E-3      -10.050      340.850     -205.70       138.560      -67.916        2.19100
     2.9215E-3      -10.200      340.840     -205.63       138.520      -67.902        2.19160
     2.9215E-3      -10.350      340.830     -205.56       138.490      -67.889        2.19220
     2.9215E-3      -10.500      340.820     -205.48       138.450      -67.875        2.19280
     2.9215E-3      -10.650      340.810     -205.41       138.410      -67.861        2.19340
     2.9215E-3      -10.800      340.810     -205.33       138.370      -67.847        2.19400
     2.9215E-3      -10.950      340.800     -205.26       138.320      -67.833        2.19460
     2.9215E-3      -11.100      340.790     -205.18       138.280      -67.819        2.19520
     2.9215E-3      -11.250      340.780     -205.10       138.240      -67.805        2.19570
     2.9215E-3      -11.400      340.770     -205.02       138.190      -67.790        2.19630
     2.9215E-3      -11.550      340.770     -204.93       138.150      -67.776        2.19680
     2.9215E-3      -11.700      340.760     -204.85       138.100      -67.761        2.19740
     2.9215E-3      -11.850      340.750     -204.76       138.050      -67.746        2.19790
     2.9215E-3      -12.000      340.740     -204.68       138.000      -67.731        2.19840
     2.9215E-3      -12.150      340.730     -204.59       137.950      -67.717        2.19900
     2.9215E-3      -12.300      340.720     -204.50       137.900      -67.701        2.19950
     2.9215E-3      -12.450      340.710     -204.41       137.850      -67.686        2.20000
     2.9215E-3      -12.600      340.710     -204.31       137.790      -67.671        2.20050
     2.9215E-3      -12.750      340.700     -204.22       137.740      -67.656        2.20100
     2.9215E-3      -12.900      340.690     -204.12       137.680      -67.640        2.20150
     2.9215E-3      -13.050      340.680     -204.03       137.620      -67.625        2.20200
     2.9215E-3      -13.200      340.670     -203.93       137.570      -67.609        2.20240
     2.9215E-3      -13.350      340.660     -203.83       137.510      -67.593        2.20290
     2.9215E-3      -13.500      340.650     -203.73       137.450      -67.577        2.20340
     2.9215E-3      -13.650      340.640     -203.62       137.380      -67.561        2.20380
     2.9215E-3      -13.800      340.630     -203.52       137.320      -67.545        2.20430
     2.9215E-3      -13.950      340.620     -203.42       137.260      -67.529        2.20470
     2.9215E-3      -14.100      340.610     -203.31       137.190      -67.513        2.20510
     2.9215E-3      -14.250      340.600     -203.20       137.130      -67.496        2.20560
     2.9215E-3      -14.400      340.590     -203.09       137.060      -67.480        2.20600
     2.9215E-3      -14.550      340.580     -202.98       136.990      -67.463        2.20640
     2.9215E-3      -14.700      340.570     -202.87       136.920      -67.447        2.20680
     2.9215E-3      -14.850      340.560     -202.76       136.850      -67.430        2.20720
     2.9215E-3      -15.000      340.550     -202.64       136.780      -67.413        2.20760
     2.9710E-3      -15.000      340.550     -205.94       139.250      -67.486        2.21780
     2.9710E-3      -14.850      340.560     -206.05       139.320      -67.503        2.21740
     2.9710E-3      -14.700      340.570     -206.17       139.390      -67.519        2.21700
     2.9710E-3      -14.550      340.580     -206.28       139.460      -67.536        2.21660
     2.9710E-3      -14.400      340.590     -206.40       139.530      -67.553        2.21620
     2.9710E-3      -14.250      340.600     -206.51       139.600      -67.570        2.21580
     2.9710E-3      -14.100      340.610     -206.62       139.670      -67.586        2.21530
     2.9710E-3      -13.950      340.620     -206.72       139.740      -67.602        2.21490
     2.9710E-3      -13.800      340.630     -206.83       139.800      -67.619        2.21450
     2.9710E-3      -13.650      340.640     -206.94       139.860      -67.635        2.21400
     2.9710E-3      -13.500      340.650     -207.04       139.930      -67.651        2.21360
     2.9710E-3      -13.350      340.660     -207.15       139.990      -67.667        2.21310
     2.9710E-3      -13.200      340.670     -207.25       140.050      -67.683        2.21260
     2.9710E-3      -13.050      340.680     -207.35       140.110      -67.699        2.21210
     2.9710E-3      -12.900      340.690     -207.45       140.170      -67.714        2.21170
     2.9710E-3      -12.750      340.700     -207.54       140.220      -67.730        2.21120
     2.9710E-3      -12.600      340.700     -207.64       140.280      -67.745        2.21070
     2.9710E-3      -12.450      340.710     -207.73       140.340      -67.761        2.21020
     2.9710E-3      -12.300      340.720     -207.83       140.390      -67.776        2.20970
     2.9710E-3      -12.150      340.730     -207.92       140.440      -67.791        2.20910
     2.9710E-3      -12.000      340.740     -208.01       140.490      -67.806        2.20860
     2.9710E-3      -11.850      340.750     -208.10       140.540      -67.821        2.20810
     2.9710E-3      -11.700      340.760     -208.18       140.590      -67.836        2.20760
     2.9710E-3      -11.550      340.760     -208.27       140.640      -67.851        2.20700
     2.9710E-3      -11.400      340.770     -208.35       140.690      -67.865        2.20650
     2.9710E-3      -11.250      340.780     -208.44       140.740      -67.880        2.20590
     2.9710E-3      -11.100      340.790     -208.52       140.780      -67.894        2.20530
     2.9710E-3      -10.950      340.800     -208.60       140.820      -67.909        2.20480
     2.9710E-3      -10.800      340.800     -208.68       140.870      -67.923        2.20420
     2.9710E-3      -10.650      340.810     -208.76       140.910      -67.937        2.20360
     2.9710E-3      -10.500      340.820     -208.83       140.950      -67.951        2.20300
     2.9710E-3      -10.350      340.830     -208.91       140.990      -67.965        2.20240
     2.9710E-3      -10.200      340.840     -208.98       141.030      -67.978        2.20180
     2.9710E-3      -10.050      340.840     -209.05       141.060      -67.992        2.20120
     2.9710E-3       -9.9000     340.850     -209.12       141.100      -68.006        2.20060
     2.9710E-3       -9.7500     340.860     -209.19       141.130      -68.019        2.19990
     2.9710E-3       -9.6000     340.870     -209.26       141.170      -68.032        2.19930
     2.9710E-3       -9.4500     340.870     -209.32       141.200      -68.046        2.19870
     2.9710E-3       -9.3000     340.880     -209.39       141.230      -68.059        2.19800
     2.9710E-3       -9.1500     340.890     -209.45       141.260      -68.072        2.19740
     2.9710E-3       -9.0000     340.890     -209.51       141.290      -68.085        2.19670
     2.9710E-3       -8.8500     340.900     -209.57       141.320      -68.098        2.19610
     2.9710E-3       -8.7000     340.910     -209.63       141.350      -68.110        2.19540
     2.9710E-3       -8.5500     340.910     -209.69       141.370      -68.123        2.19470
     2.9710E-3       -8.4000     340.920     -209.74       141.400      -68.135        2.19400
     2.9710E-3       -8.2500     340.930     -209.80       141.420      -68.148        2.19330
     2.9710E-3       -8.1000     340.930     -209.85       141.440      -68.160        2.19260
     2.9710E-3       -7.9500     340.940     -209.90       141.460      -68.172        2.19190
     2.9710E-3       -7.8000     340.950     -209.95       141.480      -68.184        2.19120
     2.9710E-3       -7.6500     340.950     -210.00       141.500      -68.196        2.19050
     2.9710E-3       -7.5000     340.960     -210.05       141.520      -68.208        2.18980
     2.9710E-3       -7.3500     340.970     -210.10       141.540      -68.219        2.18910
     2.9710E-3       -7.2000     340.970     -210.14       141.550      -68.231        2.18830
     2.9710E-3       -7.0500     340.980     -210.18       141.570      -68.242        2.18760
     2.9710E-3       -6.9000     340.980     -210.23       141.580      -68.254        2.18680
     2.9710E-3       -6.7500     340.990     -210.27       141.590      -68.265        2.18610
     2.9710E-3       -6.6000     340.990     -210.30       141.600      -68.276        2.18530
     2.9710E-3       -6.4500     341.000     -210.34       141.610      -68.287        2.18450
     2.9710E-3       -6.3000     341.010     -210.38       141.620      -68.298        2.18380
     2.9710E-3       -6.1500     341.010     -210.41       141.630      -68.309        2.18300
     2.9710E-3       -6.0000     341.020     -210.45       141.640      -68.320        2.18220
     2.9710E-3       -5.8500     341.020     -210.48       141.640      -68.330        2.18140
     2.9710E-3       -5.7000     341.030     -210.51       141.650      -68.341        2.18060
     2.9710E-3       -5.5500     341.030     -210.54       141.650      -68.351        2.17980
     2.9710E-3       -5.4000     341.040     -210.56       141.650      -68.361        2.17900
     2.9710E-3       -5.2500     341.040     -210.59       141.650      -68.371        2.17820
     2.9710E-3       -5.1000     341.050     -210.61       141.650      -68.381        2.17740
     2.9710E-3       -4.9500     341.050     -210.64       141.650      -68.391        2.17660
     2.9710E-3       -4.8000     341.060     -210.66       141.650      -68.401        2.17570
     2.9710E-3       -4.6500     341.060     -210.68       141.650      -68.411        2.17490
     2.9710E-3       -4.5000     341.060     -210.70       141.640      -68.420        2.17400
     2.9710E-3       -4.3500     341.070     -210.71       141.640      -68.430        2.17320
     2.9710E-3       -4.2000     341.070     -210.73       141.630      -68.439        2.17230
     2.9710E-3       -4.0500     341.080     -210.74       141.620      -68.448        2.17150
     2.9710E-3       -3.9000     341.080     -210.76       141.610      -68.457        2.17060
     2.9710E-3       -3.7500     341.080     -210.77       141.600      -68.466        2.16970
     2.9710E-3       -3.6000     341.090     -210.78       141.590      -68.475        2.16880
     2.9710E-3       -3.4500     341.090     -210.79       141.580      -68.484        2.16790
     2.9710E-3       -3.3000     341.100     -210.79       141.570      -68.492        2.16710
     2.9710E-3       -3.1500     341.100     -210.80       141.550      -68.501        2.16620
     2.9710E-3       -3.0000     341.100     -210.80       141.530      -68.509        2.16520
     2.9710E-3       -2.8500     341.110     -210.81       141.520      -68.518        2.16430
     2.9710E-3       -2.7000     341.110     -210.81       141.500      -68.526        2.16340
     2.9710E-3       -2.5500     341.110     -210.81       141.480      -68.534        2.16250
     2.9710E-3       -2.4000     341.120     -210.81       141.460      -68.542        2.16160
     2.9710E-3       -2.2500     341.120     -210.80       141.440      -68.549        2.16060
     2.9710E-3       -2.1000     341.120     -210.80       141.420      -68.557        2.15970
     2.9710E-3       -1.9500     341.130     -210.79       141.390      -68.565        2.15870
     2.9710E-3       -1.8000     341.130     -210.79       141.370      -68.572        2.15780
     2.9710E-3       -1.6500     341.130     -210.78       141.340      -68.580        2.15680
     2.9710E-3       -1.5000     341.130     -210.77       141.320      -68.587        2.15590
     2.9710E-3       -1.3500     341.140     -210.76       141.290      -68.594        2.15490
     2.9710E-3       -1.2000     341.140     -210.74       141.260      -68.601        2.15390
     2.9710E-3       -1.0500     341.140     -210.73       141.230      -68.608        2.15290
     2.9710E-3       -0.9000     341.140     -210.71       141.200      -68.614        2.15200
     2.9710E-3       -0.7500     341.150     -210.69       141.160      -68.621        2.15100
     2.9710E-3       -0.6000     341.150     -210.68       141.130      -68.628        2.15000
     2.9710E-3       -0.4500     341.150     -210.66       141.100      -68.634        2.14900
     2.9710E-3       -0.3000     341.150     -210.63       141.060      -68.640        2.14790
     2.9710E-3       -0.1500     341.160     -210.61       141.020      -68.646        2.14690
     2.9710E-3   -6.6613E-16     341.160     -210.59       140.980      -68.652        2.14590
     2.9710E-3        0.15000    341.160     -210.56       140.940      -68.658        2.14490
     2.9710E-3        0.30000    341.160     -210.53       140.900      -68.664        2.14380
     2.9710E-3        0.45000    341.160     -210.50       140.860      -68.670        2.14280
     2.9710E-3        0.60000    341.160     -210.47       140.820      -68.675        2.14180
     2.9710E-3        0.75000    341.160     -210.44       140.780      -68.681        2.14070
     2.9710E-3        0.90000    341.170     -210.41       140.730      -68.686        2.13960
     2.9710E-3        1.05000    341.170     -210.37       140.690      -68.691        2.13860
     2.9710E-3        1.20000    341.170     -210.34       140.640      -68.696        2.13750
     2.9710E-3        1.35000    341.170     -210.30       140.590      -68.701        2.13640
     2.9710E-3        1.50000    341.170     -210.26       140.540      -68.706        2.13540
     2.9710E-3        1.65000    341.170     -210.22       140.490      -68.711        2.13430
     2.9710E-3        1.80000    341.170     -210.18       140.440      -68.715        2.13320
     2.9710E-3        1.95000    341.170     -210.14       140.390      -68.720        2.13210
     2.9710E-3        2.10000    341.170     -210.09       140.330      -68.724        2.13100
     2.9710E-3        2.25000    341.170     -210.04       140.280      -68.728        2.12990
     2.9710E-3        2.40000    341.170     -210.00       140.220      -68.732        2.12870
     2.9710E-3        2.55000    341.170     -209.95       140.170      -68.736        2.12760
     2.9710E-3        2.70000    341.170     -209.90       140.110      -68.740        2.12650
     2.9710E-3        2.85000    341.180     -209.85       140.050      -68.744        2.12540
     2.9710E-3        3.00000    341.180     -209.79       139.990      -68.748        2.12420
     2.9710E-3        3.15000    341.180     -209.74       139.930      -68.751        2.12310
     2.9710E-3        3.30000    341.170     -209.68       139.860      -68.754        2.12190
     2.9710E-3        3.45000    341.170     -209.62       139.800      -68.758        2.12080
     2.9710E-3        3.60000    341.170     -209.56       139.740      -68.761        2.11960
     2.9710E-3        3.75000    341.170     -209.50       139.670      -68.764        2.11840
     2.9710E-3        3.90000    341.170     -209.44       139.600      -68.766        2.11730
     2.9710E-3        4.05000    341.170     -209.38       139.540      -68.769        2.11610
     2.9710E-3        4.20000    341.170     -209.31       139.470      -68.772        2.11490
     2.9710E-3        4.35000    341.170     -209.25       139.400      -68.774        2.11370
     2.9710E-3        4.50000    341.170     -209.18       139.320      -68.777        2.11250
     2.9710E-3        4.65000    341.170     -209.11       139.250      -68.779        2.11130
     2.9710E-3        4.80000    341.170     -209.04       139.180      -68.781        2.11010
     2.9710E-3        4.95000    341.170     -208.97       139.100      -68.783        2.10890
     2.9710E-3        5.10000    341.170     -208.89       139.030      -68.785        2.10770
     2.9710E-3        5.25000    341.170     -208.82       138.950      -68.787        2.10640
     2.9710E-3        5.40000    341.160     -208.74       138.870      -68.788        2.10520
     2.9710E-3        5.55000    341.160     -208.67       138.790      -68.790        2.10400
     2.9710E-3        5.70000    341.160     -208.59       138.710      -68.791        2.10270
     2.9710E-3        5.85000    341.160     -208.51       138.630      -68.792        2.10150
     2.9710E-3        6.00000    341.160     -208.42       138.550      -68.793        2.10020
     2.9710E-3        6.15000    341.160     -208.34       138.470      -68.794        2.09900
     2.9710E-3        6.30000    341.150     -208.26       138.380      -68.795        2.09770
     2.9710E-3        6.45000    341.150     -208.17       138.300      -68.796        2.09640
     2.9710E-3        6.60000    341.150     -208.08       138.210      -68.796        2.09510
     2.9710E-3        6.75000    341.150     -207.99       138.120      -68.797        2.09390
     2.9710E-3        6.90000    341.140     -207.90       138.030      -68.797        2.09260
     2.9710E-3        7.05000    341.140     -207.81       137.940      -68.797        2.09130
     2.9710E-3        7.20000    341.140     -207.72       137.850      -68.797        2.09000
     2.9710E-3        7.35000    341.140     -207.62       137.760      -68.797        2.08870
     2.9710E-3        7.50000    341.130     -207.53       137.670      -68.797        2.08730
     2.9710E-3        7.65000    341.130     -207.43       137.570      -68.797        2.08600
     2.9710E-3        7.80000    341.130     -207.33       137.480      -68.796        2.08470
     2.9710E-3        7.95000    341.130     -207.23       137.380      -68.796        2.08340
     2.9710E-3        8.10000    341.120     -207.13       137.290      -68.795        2.08200
     2.9710E-3        8.25000    341.120     -207.02       137.190      -68.794        2.08070
     2.9710E-3        8.40000    341.120     -206.92       137.090      -68.793        2.07930
     2.9710E-3        8.55000    341.110     -206.81       136.990      -68.792        2.07800
     2.9710E-3        8.70000    341.110     -206.70       136.880      -68.791        2.07660
     2.9710E-3        8.85000    341.110     -206.60       136.780      -68.790        2.07520
     2.9710E-3        9.00000    341.100     -206.48       136.680      -68.788        2.07390
     2.9710E-3        9.15000    341.100     -206.37       136.570      -68.786        2.07250
     2.9710E-3        9.30000    341.100     -206.26       136.470      -68.785        2.07110
     2.9710E-3        9.45000    341.090     -206.14       136.360      -68.783        2.06970
     2.9710E-3        9.60000    341.090     -206.03       136.250      -68.781        2.06830
     2.9710E-3        9.75000    341.080     -205.91       136.140      -68.779        2.06690
     2.9710E-3        9.90000    341.080     -205.79       136.030      -68.776        2.06550
     2.9710E-3       10.0500     341.070     -205.67       135.920      -68.774        2.06410
     2.9710E-3       10.2000     341.070     -205.55       135.810      -68.771        2.06270
     2.9710E-3       10.3500     341.070     -205.43       135.690      -68.769        2.06120
     2.9710E-3       10.5000     341.060     -205.30       135.580      -68.766        2.05980
     2.9710E-3       10.6500     341.060     -205.18       135.460      -68.763        2.05840
     2.9710E-3       10.8000     341.050     -205.05       135.350      -68.760        2.05690
     2.9710E-3       10.9500     341.050     -204.92       135.230      -68.757        2.05550
     2.9710E-3       11.1000     341.040     -204.79       135.110      -68.753        2.05400
     2.9710E-3       11.2500     341.040     -204.66       134.990      -68.750        2.05250
     2.9710E-3       11.4000     341.030     -204.53       134.870      -68.746        2.05110
     2.9710E-3       11.5500     341.030     -204.39       134.750      -68.743        2.04960
     2.9710E-3       11.7000     341.020     -204.26       134.620      -68.739        2.04810
     2.9710E-3       11.8500     341.020     -204.12       134.500      -68.735        2.04660
     2.9710E-3       12.0000     341.010     -203.98       134.370      -68.731        2.04510
     2.9710E-3       12.1500     341.010     -203.84       134.250      -68.726        2.04360
     2.9710E-3       12.3000     341.000     -203.70       134.120      -68.722        2.04210
     2.9710E-3       12.4500     340.990     -203.56       133.990      -68.717        2.04060
     2.9710E-3       12.6000     340.990     -203.41       133.860      -68.713        2.03910
     2.9710E-3       12.7500     340.980     -203.27       133.730      -68.708        2.03750
     2.9710E-3       12.9000     340.980     -203.12       133.600      -68.703        2.03600
     2.9710E-3       13.0500     340.970     -202.97       133.470      -68.698        2.03450
     2.9710E-3       13.2000     340.960     -202.82       133.330      -68.693        2.03290
     2.9710E-3       13.3500     340.960     -202.67       133.200      -68.687        2.03140
     2.9710E-3       13.5000     340.950     -202.52       133.060      -68.682        2.02980
     2.9710E-3       13.6500     340.950     -202.36       132.920      -68.676        2.02830
     2.9710E-3       13.8000     340.940     -202.21       132.790      -68.670        2.02670
     2.9710E-3       13.9500     340.930     -202.05       132.650      -68.665        2.02510
     2.9710E-3       14.1000     340.930     -201.89       132.510      -68.659        2.02350
     2.9710E-3       14.2500     340.920     -201.73       132.370      -68.652        2.02190
     2.9710E-3       14.4000     340.910     -201.57       132.220      -68.646        2.02030
     2.9710E-3       14.5500     340.900     -201.41       132.080      -68.640        2.01870
     2.9710E-3       14.7000     340.900     -201.25       131.940      -68.633        2.01710
     2.9710E-3       14.8500     340.890     -201.08       131.790      -68.626        2.01550
     2.9710E-3       15.0000     340.880     -200.92       131.640      -68.620        2.01390
     3.0205E-3       15.0000     340.870     -204.13       134.020      -68.709        2.02420
     3.0205E-3       14.8500     340.880     -204.30       134.170      -68.716        2.02580
     3.0205E-3       14.7000     340.890     -204.47       134.320      -68.723        2.02740
     3.0205E-3       14.5500     340.890     -204.64       134.460      -68.729        2.02900
     3.0205E-3       14.4000     340.900     -204.80       134.610      -68.736        2.03060
     3.0205E-3       14.2500     340.910     -204.97       134.750      -68.742        2.03220
     3.0205E-3       14.1000     340.910     -205.13       134.900      -68.748        2.03380
     3.0205E-3       13.9500     340.920     -205.29       135.040      -68.754        2.03540
     3.0205E-3       13.8000     340.930     -205.45       135.180      -68.760        2.03690
     3.0205E-3       13.6500     340.930     -205.61       135.320      -68.766        2.03850
     3.0205E-3       13.5000     340.940     -205.76       135.460      -68.771        2.04010
     3.0205E-3       13.3500     340.950     -205.92       135.600      -68.777        2.04160
     3.0205E-3       13.2000     340.950     -206.07       135.740      -68.782        2.04320
     3.0205E-3       13.0500     340.960     -206.22       135.870      -68.787        2.04470
     3.0205E-3       12.9000     340.970     -206.37       136.010      -68.792        2.04620
     3.0205E-3       12.7500     340.970     -206.52       136.140      -68.797        2.04780
     3.0205E-3       12.6000     340.980     -206.67       136.270      -68.802        2.04930
     3.0205E-3       12.4500     340.980     -206.82       136.400      -68.806        2.05080
     3.0205E-3       12.3000     340.990     -206.96       136.530      -68.811        2.05230
     3.0205E-3       12.1500     341.000     -207.11       136.660      -68.815        2.05380
     3.0205E-3       12.0000     341.000     -207.25       136.790      -68.819        2.05530
     3.0205E-3       11.8500     341.010     -207.39       136.920      -68.823        2.05680
     3.0205E-3       11.7000     341.010     -207.53       137.050      -68.827        2.05830
     3.0205E-3       11.5500     341.020     -207.67       137.170      -68.831        2.05980
     3.0205E-3       11.4000     341.020     -207.80       137.290      -68.835        2.06120
     3.0205E-3       11.2500     341.030     -207.94       137.420      -68.838        2.06270
     3.0205E-3       11.1000     341.030     -208.07       137.540      -68.841        2.06420
     3.0205E-3       10.9500     341.040     -208.21       137.660      -68.845        2.06560
     3.0205E-3       10.8000     341.040     -208.34       137.780      -68.848        2.06710
     3.0205E-3       10.6500     341.050     -208.47       137.900      -68.851        2.06850
     3.0205E-3       10.5000     341.050     -208.59       138.020      -68.854        2.06990
     3.0205E-3       10.3500     341.060     -208.72       138.130      -68.856        2.07140
     3.0205E-3       10.2000     341.060     -208.85       138.250      -68.859        2.07280
     3.0205E-3       10.0500     341.070     -208.97       138.360      -68.862        2.07420
     3.0205E-3        9.90000    341.070     -209.09       138.480      -68.864        2.07560
     3.0205E-3        9.75000    341.070     -209.21       138.590      -68.866        2.07700
     3.0205E-3        9.60000    341.080     -209.33       138.700      -68.868        2.07840
     3.0205E-3        9.45000    341.080     -209.45       138.810      -68.870        2.07980
     3.0205E-3        9.30000    341.090     -209.57       138.920      -68.872        2.08120
     3.0205E-3        9.15000    341.090     -209.68       139.020      -68.874        2.08260
     3.0205E-3        9.00000    341.090     -209.80       139.130      -68.875        2.08390
     3.0205E-3        8.85000    341.100     -209.91       139.240      -68.876        2.08530
     3.0205E-3        8.70000    341.100     -210.02       139.340      -68.878        2.08670
